predicate,argument,role_type,actual_fit,exp_fit
conquer,peasants,ARG0,2.9,0.6
conquer,peasants,ARG1,4.5,0.2
consider,alternatives,ARG0,1.3,0
consider,alternatives,ARG1,6.6,0
consider,carpenter,ARG0,5.1,1
consider,carpenter,ARG1,5.1,0.9
consider,coroner,ARG0,5.8,0.9
consider,coroner,ARG1,3.4,0
consider,golfer,ARG0,5.2,1
consider,golfer,ARG1,2.6,1
consider,scientists,ARG0,6.6,1
consider,scientists,ARG1,4,1
consider,secretary,ARG0,5.2,0.1
consider,secretary,ARG1,4.6,0.5
console,bride,ARG0,3.4,0
console,bride,ARG1,4.2,0.9
console,coward,ARG0,2.1,0
console,coward,ARG1,3.9,0.8
console,secretary,ARG0,3.1,0.9
console,secretary,ARG1,2.2,1
console,widow,ARG0,3.6,0
console,widow,ARG1,6.6,1
convict,criminal,ARG0,1.4,0
convict,criminal,ARG1,5.9,0.9
convict,defendant,ARG0,2.4,0
convict,defendant,ARG1,4.5,1
convict,judge,ARG0,6.4,0.9
convict,judge,ARG1,1.5,0
convict,juror,ARG0,6.6,0.8
convict,juror,ARG1,1.3,0
convict,suspect,ARG0,1.8,0.1
convict,suspect,ARG1,5.5,0.4
convince,aunt,ARG0,3.3,1
convince,aunt,ARG1,3.9,1
convince,hypnotist,ARG0,6.2,0.9
convince,hypnotist,ARG1,1.9,0.5
convince,inmate,ARG0,3.5,0.7
convince,inmate,ARG1,4.3,0.9
convince,spy,ARG0,5,1
convince,spy,ARG1,3.3,0.9
corner,fugitive,ARG0,3.7,0.1
corner,fugitive,ARG1,4.9,0.9
corner,horse,ARG0,3.3,0.8
corner,horse,ARG1,3.9,0.8
corner,mouse,ARG0,1.9,0.1
corner,mouse,ARG1,5.9,0.9
corner,nurse,ARG0,3,0.8
corner,nurse,ARG1,2.3,0.9
crucify,president,ARG0,2.6,0.1
crucify,president,ARG1,3.1,0.8
crucify,savior,ARG0,2.3,0
crucify,savior,ARG1,4.9,0.9
crucify,teacher,ARG0,1.8,0.3
crucify,teacher,ARG1,2.2,0.9
crush,avalanche,ARG0,6.9,0.9
crush,avalanche,ARG1,1.6,0.9
crush,buddy,ARG0,3,0.9
crush,buddy,ARG1,2.7,0.5
crush,climber,ARG0,2.6,0.2
crush,climber,ARG1,5,0.8
crush,skunk,ARG0,1.4,0.1
crush,skunk,ARG1,4,0.2
cure,businesswoman,ARG0,1.9,0.5
cure,businesswoman,ARG1,3,0.9
cure,doctor,ARG0,6.8,0.9
cure,doctor,ARG1,3.8,0.1
cure,drug,ARG0,6.3,0.9
cure,drug,ARG1,1.8,0.2
cure,patient,ARG0,1.4,0
cure,patient,ARG1,6.1,1
cure,person,ARG0,3.2,0.3
cure,person,ARG1,5.6,1
cure,physician,ARG0,6.7,1
cure,physician,ARG1,3.1,0.1
cure,saint,ARG0,3.7,0.5
cure,saint,ARG1,2.3,0.2
cure,soldier,ARG0,3,0.5
cure,soldier,ARG1,4.3,0.9
cure,treatment,ARG0,5.8,0
cure,treatment,ARG1,1.3,0.2
cure,veterinarian,ARG0,6.4,0.9
cure,veterinarian,ARG1,3.3,0.1
describe,boy,ARG0,6.2,0
describe,boy,ARG1,5.8,1
describe,cashier,ARG0,4.7,0.8
describe,cashier,ARG1,3.2,0.9
describe,explorer,ARG0,6.9,0.9
describe,explorer,ARG1,3.9,1
describe,necklace,ARG0,1.2,0
describe,necklace,ARG1,5.9,1
describe,person,ARG0,6.5,0.1
describe,person,ARG1,6.3,1
desert,infant,ARG0,1.3,0.1
desert,infant,ARG1,2.7,0.9
desert,turtle,ARG0,1.6,0.1
desert,turtle,ARG1,2.7,0.1
desert,wife,ARG0,3.1,0.1
desert,wife,ARG1,4.4,0.9
devour,carrot,ARG0,1,0
devour,carrot,ARG1,5.7,0
devour,cookie,ARG0,1,0
devour,cookie,ARG1,6.7,0
devour,fish,ARG0,3.9,0
devour,fish,ARG1,6.1,0.1
devour,glutton,ARG0,5.3,0.9
devour,glutton,ARG1,1.6,0.9
devour,goose,ARG0,3.7,0
devour,goose,ARG1,5.2,0.2
devour,mouse,ARG0,4.2,0.3
devour,mouse,ARG1,4.6,0.5
devour,pig,ARG0,5.3,0.9
devour,pig,ARG1,5.6,0.9
devour,rabbit,ARG0,3.3,0.3
devour,rabbit,ARG1,5.7,0.8
devour,snake,ARG0,6.2,0.9
devour,snake,ARG1,3.9,0.9
dismiss,principal,ARG0,6.3,0.9
dismiss,principal,ARG1,2,0.5
dismiss,pupil,ARG0,1.5,0.2
dismiss,pupil,ARG1,5.5,0.2
dismiss,student,ARG0,1.5,0.3
dismiss,student,ARG1,5.9,0.9
dismiss,teacher,ARG0,6.8,0.9
dismiss,teacher,ARG1,2.5,1
disobey,brat,ARG0,6.7,0.9
disobey,brat,ARG1,3.1,0.9
disobey,children,ARG0,6.1,0.9
disobey,children,ARG1,3.3,0.9
disobey,commanders,ARG0,1.9,0
disobey,commanders,ARG1,3.6,0.1
disobey,orders,ARG0,1.2,0
disobey,orders,ARG1,5.4,0
disobey,troops,ARG0,2.6,0.9
disobey,troops,ARG1,2.8,0.9
disown,babysitter,ARG0,1.8,0.1
disown,babysitter,ARG1,2.3,0.2
disown,daughter,ARG0,2.4,0
disown,daughter,ARG1,3,0
disown,slave,ARG0,2,0
disown,slave,ARG1,3.7,0
do,laborer,ARG0,6.5,1
do,laborer,ARG1,1.7,0.9
do,sloth,ARG0,2.3,0.1
do,sloth,ARG1,2,0.1
do,vegetable,ARG0,1.9,0.1
do,vegetable,ARG1,1.5,0.2
do,work,ARG0,1.5,0
do,work,ARG1,6.4,0.9
draw,artist,ARG0,6.6,1
draw,artist,ARG1,2.1,1
draw,model,ARG0,2,0
draw,model,ARG1,6.4,0.2
draw,picture,ARG0,1.2,0
draw,picture,ARG1,6.7,0
draw,poster,ARG0,1.1,0
draw,poster,ARG1,5.9,0
eat,chicken,ARG0,5.9,0
eat,chicken,ARG1,6.7,0
eat,man,ARG0,6.9,1
eat,man,ARG1,1.7,1
eat,poultry,ARG0,1.2,0
eat,poultry,ARG1,6.6,0
eat,steak,ARG0,1,0
eat,steak,ARG1,6.9,0
enslave,army,ARG0,5.4,0.9
enslave,army,ARG1,2.9,0.7
enslave,peasants,ARG0,1.7,0
enslave,peasants,ARG1,5.6,0.9
enslave,pirates,ARG0,6.3,1
enslave,pirates,ARG1,2.7,0.8
enslave,victim,ARG0,1.5,0
enslave,victim,ARG1,4.3,1
entertain,audience,ARG0,1.7,0
entertain,audience,ARG1,6.7,1
entertain,businessman,ARG0,5,0.8
entertain,businessman,ARG1,4.5,0.9
entertain,comedian,ARG0,6.9,1
entertain,comedian,ARG1,2.7,0.1
entertain,idea,ARG0,5.1,0.1
entertain,idea,ARG1,4.2,0.7
entertain,patron,ARG0,1.7,0.1
entertain,patron,ARG1,4.7,0.9
entertain,stripper,ARG0,7,0.9
entertain,stripper,ARG1,2.2,0
evaluate,applicant,ARG0,3.3,0.1
evaluate,applicant,ARG1,5.7,0.9
evaluate,automobile,ARG0,1.2,0
evaluate,automobile,ARG1,4.5,0.9
evaluate,committee,ARG0,6.3,0.9
evaluate,committee,ARG1,3.9,0.3
evaluate,instructor,ARG0,6.1,1
evaluate,instructor,ARG1,4,0.5
evaluate,possibilities,ARG0,1.9,0
evaluate,possibilities,ARG1,6.3,0.9
evaluate,student,ARG0,5.4,0
evaluate,student,ARG1,5.5,0.9
evaluate,supervisor,ARG0,6.7,0.9
evaluate,supervisor,ARG1,4.3,0.2
examine,defendant,ARG0,2.7,0
examine,defendant,ARG1,5.8,0.9
examine,doctor,ARG0,6.6,1
examine,doctor,ARG1,1.9,0.95
examine,evidence,ARG0,1.4,0
examine,evidence,ARG1,6.3,0
examine,horse,ARG0,1.4,0
examine,horse,ARG1,4.9,0
examine,patient,ARG0,2.1,0
examine,patient,ARG1,6.3,0.95
examine,report,ARG0,3.2,0
examine,report,ARG1,6.3,0
examine,scientist,ARG0,6.7,1
examine,scientist,ARG1,2.3,0.5
excuse,auditor,ARG0,3.5,0.5
excuse,auditor,ARG1,2.6,0.5
excuse,drummer,ARG0,2.7,0.5
excuse,drummer,ARG1,2.1,0.9
excuse,optometrist,ARG0,3.9,0.5
excuse,optometrist,ARG1,2.3,0.5
excuse,prince,ARG0,4,1
excuse,prince,ARG1,4.4,0.9
execute,hangman,ARG0,5.1,1
execute,hangman,ARG1,3.9,0.1
execute,hostages,ARG0,1.7,0.1
execute,hostages,ARG1,4.9,0.9
execute,martyr,ARG0,2.7,0.1
execute,martyr,ARG1,4,0.9
execute,murderer,ARG0,6.6,0.1
execute,murderer,ARG1,4.9,0.9
execute,nun,ARG0,1.1,0.1
execute,nun,ARG1,1.3,1
execute,plumber,ARG0,1.6,0.5
execute,plumber,ARG1,1.4,0
execute,strategy,ARG0,1.9,0
execute,strategy,ARG1,4.8,0.8
execute,terrorists,ARG0,6.1,0.1
execute,terrorists,ARG1,4,0.9
exile,criminal,ARG0,2.2,0
exile,criminal,ARG1,5.5,0.9
exile,dictator,ARG0,6,0.8
exile,dictator,ARG1,4.1,0.9
expect,housewife,ARG0,4.8,1
expect,housewife,ARG1,2.6,1
expect,mailman,ARG0,2.5,0.9
expect,mailman,ARG1,4.8,0.8
expect,package,ARG0,1.3,0
expect,package,ARG1,5.5,0.1
expect,plumber,ARG0,3.1,0.9
expect,plumber,ARG1,4.8,0.2
expect,salesman,ARG0,3.7,1
expect,salesman,ARG1,2.5,1
fight,boxer,ARG0,6.8,1
fight,boxer,ARG1,6.1,0.95
fight,landlord,ARG0,4.4,0.9
fight,landlord,ARG1,4.1,0.8
fight,maniac,ARG0,6.1,0.9
fight,maniac,ARG1,3.2,0.9
fight,pacifist,ARG0,1.4,0.1
fight,pacifist,ARG1,2,0.1
fight,wrestler,ARG0,6.2,0.9
fight,wrestler,ARG1,5.8,0.9
find,archeologist,ARG0,6.4,0.9
find,archeologist,ARG1,1.8,0.9
find,child,ARG0,5.4,0.1
find,child,ARG1,4.1,1
find,goat,ARG0,2.9,0.1
find,goat,ARG1,2.8,0.1
find,kitten,ARG0,4.3,0
find,kitten,ARG1,4.7,1
find,singer,ARG0,2.9,0
find,singer,ARG1,3.5,1
fire,employee,ARG0,1.9,0
fire,employee,ARG1,6.4,1
fire,employer,ARG0,6.1,0.9
fire,employer,ARG1,2.4,0
fire,laborer,ARG0,1.6,0.5
fire,laborer,ARG1,6.1,1
fire,owner,ARG0,6.3,0.9
fire,owner,ARG1,1.9,0.3
fire,supervisor,ARG0,5.9,0.9
fire,supervisor,ARG1,3.4,0.9
flatter,aristocrat,ARG0,3.4,0.5
flatter,aristocrat,ARG1,4.1,0.9
flatter,girl,ARG0,5.7,1
flatter,girl,ARG1,6.2,0.9
flatter,glutton,ARG0,2.3,0.2
flatter,glutton,ARG1,1.8,0.2
flatter,psychoanalyst,ARG0,3,0.9
flatter,psychoanalyst,ARG1,2.2,0.9
flog,guard,ARG0,4.8,0.9
flog,guard,ARG1,1.9,0.8
flog,inmate,ARG0,4.1,0.1
flog,inmate,ARG1,4.1,0.95
flog,prisoner,ARG0,3.5,0.1
flog,prisoner,ARG1,4.5,0.95
flog,slave,ARG0,2.3,0
flog,slave,ARG1,5.3,1
frighten,baby,ARG0,2,0.1
frighten,baby,ARG1,5.5,0.9
frighten,cat,ARG0,3.1,0.8
frighten,cat,ARG1,5.5,0.9
frighten,hiker,ARG0,1.8,0.2
frighten,hiker,ARG1,3.8,1
frighten,maid,ARG0,1.2,0.3
frighten,maid,ARG1,3.2,1
frighten,monster,ARG0,6.4,0.9
frighten,monster,ARG1,1.8,0
frighten,nurse,ARG0,3.8,0.5
frighten,nurse,ARG1,3,1
frighten,snake,ARG0,6.2,0.9
frighten,snake,ARG1,3.9,0.2
govern,president,ARG0,6.7,1
govern,president,ARG1,2.7,0.95
govern,territory,ARG0,1.5,0
govern,territory,ARG1,6.7,0
govern,villagers,ARG0,3.2,0.1
govern,villagers,ARG1,6.5,0.1
grab,banana,ARG0,1,0
grab,banana,ARG1,6.2,0
grab,quarterback,ARG0,6.1,0.9
grab,quarterback,ARG1,5.3,0.9
grab,stewardess,ARG0,4.6,1
grab,stewardess,ARG1,3,1
grade,examination,ARG0,4,0.1
grade,examination,ARG1,6.5,0
grade,foreman,ARG0,4.5,0.8
grade,foreman,ARG1,3.2,0.3
grade,paper,ARG0,1.1,0
grade,paper,ARG1,6.5,0
grade,professor,ARG0,6.7,1
grade,professor,ARG1,2.4,0.9
grade,pupil,ARG0,2.3,0.1
grade,pupil,ARG1,6.8,0
grade,student,ARG0,2.4,0.1
grade,student,ARG1,6.8,1
grade,teacher,ARG0,6.9,0.9
grade,teacher,ARG1,2.6,1
grade,undergraduate,ARG0,2.4,0.1
grade,undergraduate,ARG1,7,0.1
grasp,child,ARG0,5.4,0.9
grasp,child,ARG1,5.7,0.9
grasp,hammer,ARG0,1,0
grasp,hammer,ARG1,6.3,0
grasp,reporter,ARG0,4.8,1
grasp,reporter,ARG1,3.1,1
grow,crops,ARG0,3.8,0.1
grow,crops,ARG1,6,1
grow,flowers,ARG0,2.8,0.9
grow,flowers,ARG1,5.9,1
grow,pigs,ARG0,1.8,1
grow,pigs,ARG1,3.1,0.9
grow,rabbits,ARG0,2,0.9
grow,rabbits,ARG1,3.1,1
haunt,ghost,ARG0,6.3,1
haunt,ghost,ARG1,2.5,0.1
haunt,memory,ARG0,5.8,0.2
haunt,memory,ARG1,4.9,0.8
haunt,salesman,ARG0,2.2,0.5
haunt,salesman,ARG1,1.8,0.3
haunt,woman,ARG0,2.3,0.3
haunt,woman,ARG1,3.2,0.9
help,assistant,ARG0,6.3,0.9
help,assistant,ARG1,3.8,0.9
help,cause,ARG0,2.5,0.1
help,cause,ARG1,5.6,0.2
help,fireman,ARG0,6.7,1
help,fireman,ARG1,3.9,0.8
help,gardener,ARG0,4.5,0.9
help,gardener,ARG1,4,0.9
help,victim,ARG0,1.9,0.1
help,victim,ARG1,5.9,0.9
hire,applicant,ARG0,1.3,0
hire,applicant,ARG1,5.6,0.2
hire,boss,ARG0,6.7,0.9
hire,boss,ARG1,2.9,0.9
hire,chairman,ARG0,4.5,0.9
hire,chairman,ARG1,2.7,0.9
hire,employee,ARG0,1.9,0.1
hire,employee,ARG1,5.6,0
hire,friend,ARG0,4.1,0.5
hire,friend,ARG1,4.4,0.2
hire,manager,ARG0,6.7,0.8
hire,manager,ARG1,3.6,0.9
hire,supervisor,ARG0,6.3,0.9
hire,supervisor,ARG1,4.5,0.9
hit,director,ARG0,2.7,0.9
hit,director,ARG1,1.9,0.9
hit,guard,ARG0,5.1,0.9
hit,guard,ARG1,3.6,0.9
hit,undergraduate,ARG0,2.5,0.9
hit,undergraduate,ARG1,1.9,0.9
hunt,cowboys,ARG0,4.4,0.9
hunt,cowboys,ARG1,1.5,0.9
hunt,divers,ARG0,4.4,0.9
hunt,divers,ARG1,1.6,0.9
hunt,fugitives,ARG0,2.9,0.1
hunt,fugitives,ARG1,5.6,0
hunt,lion,ARG0,6.4,0.9
hunt,lion,ARG1,5.1,0.9
hunt,mouse,ARG0,2.6,0.1
hunt,mouse,ARG1,5,0.1
hunt,rabbit,ARG0,2.4,0
hunt,rabbit,ARG1,6.7,0.1
hypnotize,butterfly,ARG0,2.3,0
hypnotize,butterfly,ARG1,1.1,0.1
hypnotize,patient,ARG0,1.3,0
hypnotize,patient,ARG1,5.3,1
hypnotize,pendulum,ARG0,4.5,0
hypnotize,pendulum,ARG1,1.3,0
hypnotize,psychoanalyst,ARG0,5.8,0.9
hypnotize,psychoanalyst,ARG1,2,0.1
hypnotize,volunteer,ARG0,1.4,0.8
hypnotize,volunteer,ARG1,3.9,0.9
identify,jewelry,ARG0,1.7,0
identify,jewelry,ARG1,4.4,0.9
identify,jogger,ARG0,4.1,0.5
identify,jogger,ARG1,3.6,0.9
identify,nurse,ARG0,5.8,0.9
identify,nurse,ARG1,4.2,1
identify,pilot,ARG0,5.7,0.9
identify,pilot,ARG1,3.4,0.9
identify,thief,ARG0,4.2,0.1
identify,thief,ARG1,4.4,1
indicate,man,ARG0,3.9,0.9
indicate,man,ARG1,3.7,0.8
indicate,newscaster,ARG0,6.2,0.9
indicate,newscaster,ARG1,4.1,0.8
indicate,video,ARG0,4.8,0.2
indicate,video,ARG1,3.3,0.8
inject,janitor,ARG0,1.9,0.5
inject,janitor,ARG1,1.7,0.9
inject,patient,ARG0,2.8,0
inject,patient,ARG1,6.4,1
injure,supervisor,ARG0,1.9,0.8
injure,supervisor,ARG1,1.5,0.9
injure,butterfly,ARG0,1.1,0.1
injure,butterfly,ARG1,4.3,0.9
injure,peasant,ARG0,2.4,0.2
injure,peasant,ARG1,3.7,1
inspire,worker,ARG0,4.1,0
inspire,worker,ARG1,4.7,0.9
inspire,mentor,ARG0,6.4,0.9
inspire,mentor,ARG1,3.5,0.3
inspire,poet,ARG0,6.1,0.9
inspire,poet,ARG1,6.3,0.9
inspire,veterinarian,ARG0,3.5,0.9
inspire,veterinarian,ARG1,3.4,0.9
instruct,coach,ARG0,6.7,1
instruct,coach,ARG1,2.1,0.5
instruct,janitor,ARG0,1.7,0.4
instruct,janitor,ARG1,3.9,0.8
instruct,judge,ARG0,5.3,0.8
instruct,judge,ARG1,1.7,0.7
instruct,jury,ARG0,3.2,0
instruct,jury,ARG1,3.9,0.9
instruct,novice,ARG0,1.6,0.1
instruct,novice,ARG1,5.3,0.9
instruct,player,ARG0,3.7,0
instruct,player,ARG1,6.6,0.9
instruct,professor,ARG0,6.8,1
instruct,professor,ARG1,1.9,0.2
instruct,student,ARG0,2.6,0
instruct,student,ARG1,6.2,1
instruct,trainee,ARG0,1.7,0
instruct,trainee,ARG1,6.2,1
interrogate,culprit,ARG0,2,0
interrogate,culprit,ARG1,5.4,0.9
interrogate,inspector,ARG0,6.3,1
