predicate,argument,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
act,school,The school acted as a place of learning.,1.0,The school acted as a place of education.,1.0,The school acted as a place of study.,1.0,The school acted as a place of research.,1.0,The school acted as a place of innovation.,1.0,5.1,1.0
act,work,,0.0,The location is acting in the work.,0.8,,0.0,The location is acting in the work.,0.8,,0.0,2.9,0.32
act,theater,,1.0,The play was acted in the theater.,1.0,The theater was the location of the act.,1.0,The act was performed in the theater.,1.0,The theater was the site of the act.,1.0,6.9,1.0
act,party,The party was held at the park.,0.8,The party was held in the backyard.,0.8,The party was held in the living room.,0.8,The party was held in the kitchen.,0.8,The party was held in the bedroom.,0.8,4.1,0.8
act,gymnasium,The gymnasium is where the students act out their sports.,1.0,The gymnasium is where the students act out their dance routines.,0.8,The gymnasium is where the students act out their plays.,1.0,The gymnasium is where the students act out their musical performances.,1.0,The gymnasium is where the students act out their theatrical performances.,1.0,3.7,0.96
act,playground,The children played on the playground.,1.0,The playground was a popular spot for the kids to play.,1.0,The playground was a great place for the children to run around.,1.0,The playground was a fun place for the kids to play hide and seek.,1.0,The playground was a place where the children could let off steam and have fun.,1.0,2.9,1.0
examine,hospital,The doctor examined the patient in the hospital.,1.0,The nurse examined the patient in the hospital.,1.0,The doctor examined the patient in the hospital's emergency room.,0.8,The doctor examined the patient in the hospital's intensive care unit.,0.8,The doctor examined the patient in the hospital's outpatient clinic.,0.75,6.9,0.87
examine,office,The police examined the office for clues.,1.0,The forensic team examined the office for fingerprints.,1.0,The detective examined the office for any signs of tampering.,1.0,The investigator examined the office for any evidence of fraud.,1.0,The scientist examined the office for any unusual chemicals or substances.,0.8,4.7,0.96
examine,laboratory,The researcher examined the laboratory to ensure that it was clean and well-equipped.,1.0,The scientist examined the laboratory to identify any potential hazards.,1.0,The technician examined the laboratory to ensure that all equipment was functioning properly.,1.0,The engineer examined the laboratory to identify any areas for improvement.,1.0,The quality control specialist examined the laboratory to ensure that all procedures were followed correctly.,1.0,6.8,1.0
examine,school,The teacher examined the school's curriculum to ensure it was comprehensive and up-to-date.,0.75,The principal examined the school's facilities to ensure they were safe and well-maintained.,0.8,The school's administration examined the school's budget to ensure it was balanced and sustainable.,1.0,The school's staff examined the school's policies to ensure they were fair and equitable.,1.0,The school's students examined the school's resources to ensure they were accessible and useful.,1.0,5.2,0.91
examine,court,The court examined the evidence presented in the trial.,1.0,The court examined the witnesses in the trial.,1.0,,1.0,,1.0,,1.0,5.9,1.0
examine,bank,Examine the bank's financial statements to determine its financial health.,0.8,Examine the bank's policies to ensure they are fair and transparent.,1.0,Examine the bank's customer service to ensure it is responsive and helpful.,0.8,Examine the bank's technology to ensure it is up-to-date and secure.,0.8,Examine the bank's reputation to ensure it is trustworthy and reputable.,0.8,3.8,0.84
gamble,bar,I gambled on the bar to win the jackpot.,0.8,,1.0,The bar was the location where I gambled to win the prize.,1.0,"I gambled on the bar to win the game, but I lost.",0.8,,1.0,4.3,0.92
gamble,racetrack,I gambled on the racetrack and lost my shirt.,0.8,The racetrack was the location where I gambled and won big.,1.0,I gambled on the racetrack and won a small fortune.,0.8,The racetrack was the location where I gambled and lost everything.,1.0,I gambled on the racetrack and won a small amount of money.,0.75,6.8,0.87
gamble,casino,I gambled at the casino last night.,1.0,,1.0,,1.0,"The casino gambled on the outcome of the game, but it won.",1.0,"The casino gambled on the outcome of the game, and it was a close call.",0.8,7,0.96
gamble,hotel,I gambled at the hotel last night.,0.8,,0.8,The hotel was the location of the gamble.,1.0,The gamble was held at the hotel.,1.0,The hotel was the site of the gamble.,1.0,3.5,0.92
gamble,party,,0.8,,0.8,,0.8,,0.8,,0.8,3.5,0.8
gamble,mall,I gambled at the mall last weekend.,0.8,The mall was a great place to gamble.,0.8,I gambled on the mall's food court.,0.75,The mall's food court was a great place to gamble.,0.8,I gambled on the mall's arcade games.,0.75,2,0.78
gamble,airport,I gambled at the airport.,0.8,The airport was a popular gamble spot.,1.0,The airport was a great place to gamble.,0.8,I gambled at the airport and won big.,0.8,The airport was a great place to gamble and I won big.,1.0,1.8,0.88
gamble,arena,The gambler gambled in the arena.,0.8,,1.0,,1.0,,1.0,,1.0,3.8,0.96
drive,highway,I drove down the highway to get to the city.,0.75,The driver drove the car down the highway.,0.8,The car was driven down the highway by the driver.,1.0,,0.8,The driver drove the car down the highway to get to the city.,0.8,7,0.83
drive,racetrack,The car drove down the racetrack.,1.0,,1.0,The car drove around the racetrack.,0.8,,1.0,The car drove on the racetrack for hours.,0.8,6.2,0.92
drive,rink,I drove to the rink to play hockey.,0.8,"The rink was located in a remote area, so I had to drive there.",0.75,"The rink was a popular destination for hockey fans, so I had to drive there to see the game.",0.8,I drove to the rink to pick up my hockey gear.,0.8,"The rink was located in a different city, so I had to drive there to play.",0.75,2.8,0.78
drive,sidewalk,The driver drove the car onto the sidewalk.,0.8,The sidewalk was the location where the driver parked the car.,0.8,The driver drove the car onto the sidewalk and parked it there.,0.75,The sidewalk was the location where the driver parked the car after driving it there.,0.8,"The driver drove the car onto the sidewalk and parked it there, making sure to avoid any obstacles.",0.75,2.1,0.78
drive,ditch,The car drove down the ditch.,0.8,The car drove into the ditch.,1.0,The car drove out of the ditch.,0.8,The car drove over the ditch.,0.8,The car drove through the ditch.,0.8,1.7,0.84
drive,field,The driver drove the car through the field.,0.75,The car was driven through the field by the driver.,0.8,,0.8,The driver drove the car through the field and the car was driven through the field by the driver.,0.8,The field was driven through by the car and the driver and the driver drove the car through the field.,0.75,3.7,0.78
hunt,forest,The hunter hunted in the forest.,1.0,,1.0,The hunter was hunting in the forest.,1.0,,1.0,The hunter was hunting in the forest for game.,1.0,6.9,1.0
hunt,lake,The hunter hunted in the lake.,1.0,The hunter hunted near the lake.,0.8,The hunter hunted by the lake.,1.0,The hunter hunted around the lake.,0.8,The hunter hunted on the lake.,1.0,4.3,0.92
hunt,backyard,The hunter hunted in the backyard.,1.0,The hunter hunted in the backyard for hours.,1.0,The hunter hunted in the backyard with a dog.,0.8,The hunter hunted in the backyard with a rifle.,1.0,The hunter hunted in the backyard with a bow and arrow.,1.0,2.2,0.96
hunt,ocean,,0.8,,0.8,,0.8,,0.8,,0.8,3.2,0.8
hunt,swamp,The hunter hunted in the swamp.,1.0,The swamp was the hunter's hunting ground.,1.0,The hunter was hunting in the swamp.,1.0,The swamp was the place where the hunter hunted.,1.0,The hunter hunted in the swamp for food.,0.8,3.5,0.96
hunt,meadow,I hunt in the meadow.,1.0,The hunter hunts in the meadow.,1.0,The meadow is where I hunt.,1.0,The meadow is where the hunter hunts.,1.0,I hunt in the meadow with my dog.,1.0,4.1,1.0
hunt,garden,The hunter hunted in the garden.,1.0,The hunter hunted in the garden for hours.,1.0,The hunter hunted in the garden with a dog.,0.8,The hunter hunted in the garden with a rifle.,1.0,The hunter hunted in the garden with a bow and arrow.,1.0,2,0.96
browse,store,I browsed through the store to find the perfect gift for my friend.,1.0,"The store was crowded, so I had to browse around to find what I was looking for.",1.0,I browsed through the store's selection of books to find something interesting to read.,1.0,I browsed through the store's selection of electronics to find the best deal on a new TV.,1.0,I browsed through the store's selection of clothing to find something that fit me well.,1.0,6.9,1.0
browse,classroom,I browsed through the classroom to find a book on the shelf.,0.8,The students browsed through the classroom to find a quiet spot to study.,0.8,The teacher browsed through the classroom to find a new lesson plan.,0.8,,0.8,The students browsed through the classroom to find a new book to read.,0.8,2.5,0.8
browse,library,I browsed the library for a new book to read.,1.0,The children browsed the library for books on dinosaurs.,0.8,The librarian browsed the library for a rare book.,1.0,,1.0,,1.0,6.2,0.96
browse,gallery,I browsed through the gallery to find a new piece to add to my collection.,0.8,The gallery was a great place to browse for art.,1.0,I browsed through the gallery to see the latest exhibit.,0.8,The gallery was a great place to browse for new and exciting art.,1.0,I browsed through the gallery to find a piece that would fit perfectly in my living room.,0.8,6.8,0.88
browse,museum,I browsed the museum to learn more about the art on display.,0.8,The museum's collection is a great place to browse for art lovers.,1.0,I browsed the museum's exhibits to find a specific piece of art.,0.8,,1.0,I browsed the museum's website to learn more about the exhibits and events.,0.8,6.6,0.88
browse,bar,I browsed the bar for a while.,0.8,"The bar was crowded, so I had to browse around to find a seat.",0.8,"I browsed the bar for a drink, but I couldn't find anything I liked.",0.8,"I browsed the bar for a snack, but I was too full to eat anything.",0.8,"I browsed the bar for a good time, but it was too loud and crowded.",0.8,3.2,0.8
bury,sandbox,Bury the sandbox in the backyard.,0.8,Bury the sandbox in the garden.,0.8,Bury the sandbox in the park.,1.0,Bury the sandbox in the forest.,1.0,Bury the sandbox in the mountains.,0.8,6.3,0.88
bury,concrete,The construction workers buried the concrete foundation deep in the ground.,0.0,,0.8,The construction crew buried the concrete blocks in place.,0.0,,0.8,,0.8,2.9,0.48
bury,ground,,1.0,The treasure was buried in the ground.,1.0,The ground was buried by the treasure.,1.0,The treasure was buried under the ground.,1.0,The ground was buried with the treasure.,1.0,6.1,1.0
bury,cemetery,The body was buried in the cemetery.,1.0,The cemetery was the location where the body was buried.,1.0,The cemetery was the place where the body was buried.,1.0,The body was buried in the cemetery at the specified location.,1.0,The cemetery was the location where the body was buried at the specified time.,1.0,7,1.0
bury,dump,Bury the dump in the backyard.,0.0,Bury the dump in the garden.,0.8,Bury the dump in the field.,0.8,Bury the dump in the forest.,0.8,Bury the dump in the park.,0.8,4.8,0.64
bury,subway,The subway was buried under the snow.,0.8,The subway station was buried underground.,0.8,The subway line was buried beneath the city.,0.8,,0.8,The subway platform was buried beneath the tracks.,0.8,1.4,0.8
mingle,party,,0.8,The guests mingled with the hosts at the reception.,0.8,,0.8,,0.8,,0.8,6.9,0.8
mingle,mall,The people mingled in the mall.,1.0,The mall was filled with people mingling.,1.0,The mall was the place where people mingled.,1.0,People mingled in the mall all day.,1.0,The mall was the scene of much mingling.,1.0,4.3,1.0
mingle,office,The employees mingled in the office.,1.0,The office was filled with the sound of mingling.,0.8,The office was the site of much mingling.,0.8,The office was the place where people mingled.,1.0,The office was the location where people mingled.,1.0,4,0.92
mingle,bar,The partygoers mingled in the bar.,1.0,The bar was the place where the partygoers mingled.,1.0,The partygoers mingled in the bar until the early hours of the morning.,1.0,The bar was the place where the partygoers mingled until the early hours of the morning.,1.0,The partygoers mingled in the bar until they were too drunk to stand.,0.8,6.7,0.96
mingle,graduation,,0.8,,0.8,,0.8,,0.8,,0.8,6.2,0.8
mingle,wedding,The guests mingled at the wedding reception.,0.8,,0.8,The wedding guests mingled in the reception hall.,0.5,The wedding party mingled with the guests in the reception area.,0.5,,0.8,6.4,0.68
marry,house,,0.8,,0.8,,0.8,,0.8,,0.8,4.4,0.8
marry,church,I married my wife in the church.,1.0,The couple got married in the church.,1.0,The bride and groom exchanged vows in the church.,1.0,The wedding ceremony took place in the church.,1.0,The church was the location of the wedding.,1.0,7,1.0
marry,island,The couple married on the island.,0.8,,0.5,The newlyweds spent their honeymoon on the island.,0.8,The couple's honeymoon was on the island.,0.8,The island was the location of the couple's honeymoon.,0.8,3.7,0.74
marry,backyard,The couple married in the backyard.,0.8,,0.8,,0.8,,0.8,,0.8,4.8,0.8
marry,prison,Marrying a prisoner in prison is a controversial topic.,0.8,The couple's marriage in prison was a beautiful sight to see.,0.8,The prison guard was surprised to see the couple getting married.,0.5,The couple's marriage in prison was a secret until they were caught.,0.8,The couple's marriage in prison was a happy ending to their story.,0.8,1.4,0.74
marry,brewery,The bride and groom married at the brewery.,0.8,The couple got married at the brewery.,0.8,The bride and groom tied the knot at the brewery.,0.75,The brewery was the site of the wedding.,1.0,The brewery was the venue for the wedding.,1.0,1,0.87
applaud,classroom,The students applauded the teacher's presentation in the classroom.,0.8,,0.8,,0.8,,0.8,The students applauded the teacher's lesson in the classroom.,0.8,4.3,0.8
applaud,concert,,1.0,,1.0,,1.0,,1.0,,1.0,6.9,1.0
applaud,restaurant,The audience applauded the restaurant for its delicious food.,0.75,,0.5,The chef applauded the restaurant for its cozy atmosphere.,0.8,,0.5,The waiter applauded the restaurant for its prompt service.,0.75,2,0.66
applaud,playground,The children applauded the playground for its cleanliness.,0.8,The parents applauded the playground for its safety features.,0.8,The teachers applauded the playground for its educational value.,0.5,The community applauded the playground for its inclusive nature.,0.8,The city applauded the playground for its commitment to sustainability.,0.8,2,0.74
applaud,theater,,1.0,The theater's applause was loud and enthusiastic.,0.8,The theater's applause was a sign of appreciation for the actors' efforts.,0.8,The theater's applause was a way to show support for the play.,0.8,The theater's applause was a way to express gratitude for the entertainment.,0.8,6.9,0.84
applaud,arena,,1.0,,1.0,,1.0,,1.0,,1.0,6.3,1.0
applaud,stadium,The crowd applauded the performers as they took the stage in the stadium.,0.75,The audience applauded the athletes as they crossed the finish line in the stadium.,0.75,The band applauded the audience as they sang their hearts out in the stadium.,0.75,The crowd applauded the orchestra as they played their best in the stadium.,0.8,The audience applauded the speakers as they delivered their speeches in the stadium.,0.8,6.7,0.77
applaud,convention,The audience applauded the convention's closing speech.,0.8,The convention's attendees applauded the keynote speaker's presentation.,0.8,The convention's organizers applauded the hard work of the volunteers.,0.8,The convention's participants applauded the performances of the entertainment acts.,0.8,The convention's guests applauded the delicious food and drinks provided by the catering team.,0.8,5.5,0.8
beg,school,I beg my school to give me a break from my homework.,0.8,I beg my school to let me take a nap during class.,0.8,I beg my school to give me a chance to participate in the debate.,0.8,I beg my school to let me use the school's resources to complete my project.,0.8,I beg my school to give me a chance to showcase my talent in the school play.,0.8,3.8,0.8
beg,street,The homeless man begged on the street.,0.8,The beggar stood on the street corner.,0.8,,1.0,The beggar begged on the street.,1.0,The beggar begged on the street for hours.,1.0,5.6,0.92
beg,prison,,0.8,,0.8,,0.8,,0.8,,0.8,4.6,0.8
beg,court,The court begged the judge to grant them a delay.,0.8,The judge begged the court to reconsider their decision.,0.8,,0.8,,0.8,,0.8,5.3,0.8
beg,sidewalk,The man begged on the sidewalk.,0.8,The woman begged on the sidewalk.,1.0,The child begged on the sidewalk.,1.0,The dog begged on the sidewalk.,1.0,The cat begged on the sidewalk.,0.8,4.4,0.92
beg,church,The beggar begged at the church door.,0.8,,0.8,The beggar begged the church for help.,0.8,,0.8,The beggar begged the church to forgive him.,0.8,2.9,0.8
beg,casino,,0.5,I beg to be allowed to play at the casino.,0.8,I beg to be given a chance to play at the casino.,0.8,I beg to be permitted to play at the casino.,0.8,I beg to be allowed to gamble at the casino.,0.8,3.5,0.74
testify,office,The witness testified in the office.,1.0,The witness testified in the office about the crime.,1.0,The witness testified in the office about the evidence.,0.8,The witness testified in the office about the suspect.,0.8,The witness testified in the office about the motive.,0.8,2.5,0.88
testify,courtroom,The witness testified in the courtroom.,1.0,The defendant testified in the courtroom.,1.0,The judge testified in the courtroom.,1.0,The prosecutor testified in the courtroom.,1.0,The defense attorney testified in the courtroom.,1.0,7,1.0
testify,police station,The witness testified at the police station.,1.0,,0.8,The witness testified in the police station.,1.0,,0.8,The witness testified in the police station to the police officer.,1.0,5.8,0.92
testify,classroom,The teacher testified in the classroom about the student's behavior.,0.8,,0.8,,0.8,,0.8,,0.8,2.5,0.8
testify,planetarium,,0.5,,0.5,,0.5,,0.5,The location of the meteor shower testified to the planetarium.,0.8,1.4,0.56
testify,store,The store testified that it was the location where the theft occurred.,1.0,The store testified that it was the location where the theft was committed.,1.0,The store testified that it was the location where the theft was discovered.,1.0,The store testified that it was the location where the theft was reported.,1.0,The store testified that it was the location where the theft was suspected.,1.0,1.4,1.0
testify,jail,The witness testified that he was in jail at the time of the crime.,0.8,,1.0,The prosecution testified that the defendant was in jail at the time of the crime.,0.8,The defense testified that the defendant was not in jail at the time of the crime.,0.75,The judge testified that the defendant was in jail at the time of the crime.,0.8,3.3,0.83
wait,hospital,The patient waited in the hospital for the doctor to arrive.,1.0,The doctor waited in the hospital for the patient to arrive.,0.8,The nurse waited in the hospital for the doctor to arrive.,1.0,The patient waited in the hospital for the nurse to arrive.,1.0,The doctor waited in the hospital for the nurse to arrive.,1.0,6.3,0.96
wait,restaurant,I'm waiting for my food at the restaurant.,1.0,,0.8,,0.8,,0.8,,0.8,6.2,0.84
wait,office,The office is waiting for the client to arrive.,1.0,,0.8,The office is waiting for the client to arrive at the meeting.,0.8,,0.8,The office is waiting for the client to arrive at the meeting on time.,0.8,5,0.84
wait,school,,0.8,The bus waited for the school.,0.8,,0.8,The bus waited for the school to arrive.,0.8,,0.8,3.5,0.8
wait,lineup,The lineup waited in the parking lot.,0.8,The lineup waited outside the entrance.,0.8,The lineup waited in the lobby.,1.0,The lineup waited in the hallway.,0.8,The lineup waited in the conference room.,1.0,7,0.88
wait,bedroom,I waited in the bedroom for my wife to come home.,1.0,The wait in the bedroom was unbearable.,1.0,The wait in the bedroom was long.,1.0,The wait in the bedroom was tense.,0.8,The wait in the bedroom was excruciating.,1.0,1.6,0.96
swim,bathtub,The bathtub was filled with water and I swam in it.,0.8,"I swam in the bathtub for a long time, enjoying the warm water.",0.8,The bathtub was my favorite place to swim when I was a child.,0.8,"I swam in the bathtub with my siblings, playing games and splashing water.",0.8,The bathtub was a great place to swim after a long day at work.,0.8,2.3,0.8
swim,lake,The lake was so deep that I couldn't swim in it.,1.0,The lake was so wide that I couldn't swim across it.,1.0,The lake was so cold that I couldn't swim in it.,1.0,,0.8,The lake was so full of fish that I couldn't swim in it.,1.0,6.7,0.96
swim,pool,The pool was a great place to swim.,1.0,The pool was a popular spot for swimming.,1.0,,1.0,,1.0,The pool was a great place to have a swim.,1.0,7,1.0
swim,puddle,,0.75,,0.75,,0.75,,0.75,,0.75,1.2,0.75
swim,ocean,,1.0,,1.0,,1.0,,1.0,,1.0,6.6,1.0
swim,beach,The beach was a great place to swim.,1.0,,1.0,,1.0,,1.0,,1.0,6.2,1.0
swim,desert,,0.0,,0.0,,0.0,,0.0,,0.0,1,0.0
swim,swamp,The swamp was a great place to swim.,0.8,The swamp was a popular spot for swimming.,0.8,,0.8,,0.8,,0.8,1.5,0.8
swim,creek,,0.8,,0.8,,0.8,,0.8,,0.8,2.9,0.8
pray,temple,I prayed at the temple.,1.0,The temple was the location where I prayed.,1.0,I prayed in the temple.,1.0,The temple was the place where I prayed.,1.0,I prayed in the temple's courtyard.,0.8,6.8,0.96
pray,church,I prayed at the church.,1.0,The church was the location where I prayed.,1.0,I prayed in the church.,1.0,The church was the place where I prayed.,1.0,I prayed in the church's sanctuary.,0.8,7,0.96
pray,casino,,0.0,The casino was the location where I prayed.,0.5,I prayed in the casino.,0.5,The casino was the place where I prayed.,0.5,I prayed at the casino's entrance.,0.5,4.2,0.4
pray,school,I prayed at school.,0.8,I prayed in the school.,0.8,I prayed at the school.,0.8,I prayed in the school's courtyard.,0.75,I prayed in the school's chapel.,0.8,4.1,0.79
pray,cemetery,I prayed at the cemetery.,0.8,The cemetery was the place where I prayed.,1.0,I prayed at the cemetery for my loved ones.,0.8,I prayed at the cemetery for peace and solace.,0.8,I prayed at the cemetery for guidance and wisdom.,0.8,6,0.84
pray,kitchen,I pray in the kitchen.,0.8,I pray in the kitchen for guidance.,0.8,I pray in the kitchen for strength.,0.8,I pray in the kitchen for wisdom.,0.8,I pray in the kitchen for peace.,0.8,2.2,0.8
pray,theatre,,0.0,,0.0,,0.0,,0.0,,0.0,1.5,0.0
confess,church,The priest confessed to the church about his sins.,0.8,The bishop confessed to the church about the scandal.,0.8,The pastor confessed to the church about his doubts.,0.8,The deacon confessed to the church about his mistakes.,0.8,The layperson confessed to the church about their struggles.,0.8,6.9,0.8
confess,school,I confessed to my school that I cheated on the test.,0.8,The school confessed to the police that they had a leak in the roof.,0.8,The school confessed to the students that they had to close the school for a day.,0.8,The school confessed to the principal that they had a problem with the budget.,0.8,The school confessed to the teacher that they had a problem with the curriculum.,0.8,4.2,0.8
confess,court,The defendant confessed to the crime in court.,1.0,,1.0,The witness confessed to the crime in the courtroom.,1.0,,1.0,,1.0,6,1.0
confess,office,The suspect confessed to the crime in the office.,0.8,"The suspect confessed to the crime in the office, revealing the details of the plot.",0.8,"The suspect confessed to the crime in the office, providing a detailed account of the events.",0.8,"The suspect confessed to the crime in the office, admitting to the involvement of others.",0.8,"The suspect confessed to the crime in the office, revealing the motive behind the crime.",0.8,3,0.8
confess,studio,,0.8,,0.8,,0.8,,0.8,,0.8,1.7,0.8
confess,hearing,,0.5,,0.5,,0.5,,0.5,"He confessed to hearing the noise from the living room window while he was in the kitchen, but he didn't know what it was.",0.5,5.3,0.5
confess,jail,"I confessed to the police that I had stolen the money from the bank, and they took me to jail.",0.8,The suspect confessed to the crime and was sent to jail.,0.8,The defendant confessed to the judge and was sentenced to jail.,0.5,The criminal confessed to the crime and was sent to jail.,0.8,The suspect confessed to the police and was taken to jail.,0.8,3.8,0.74
sleep,bathtub,I slept in the bathtub last night.,0.8,The bathtub was my sleeping place.,0.8,I slept in the bathtub for hours.,0.8,The bathtub was my cozy sleeping spot.,0.8,I slept in the bathtub until I was exhausted.,0.8,2.2,0.8
sleep,tent,,0.8,,0.8,,0.8,,0.8,,0.8,5.9,0.8
sleep,bedroom,I slept in my bedroom last night.,1.0,,1.0,The dog slept in the bedroom with me.,0.8,The baby slept in the bedroom with her stuffed animal.,0.8,The sleeping cat was in the bedroom.,0.5,7,0.82
sleep,hotel,I slept at the hotel last night.,1.0,The hotel was my sleeping place.,0.8,I slept in the hotel's room.,0.75,The hotel was my sleeping location.,1.0,I slept in the hotel's bed.,0.75,6.3,0.86
sleep,chair,I sleep on the chair.,0.8,,0.8,,0.8,,0.8,,0.8,4.6,0.8
sleep,car,,0.0,,0.0,,0.0,,0.0,,0.0,4.1,0.0
sleep,trailer,,0.5,,0.5,,0.5,,0.5,,0.5,5.6,0.5
sleep,concert,,0.0,The concert was so loud that I couldn't sleep.,0.8,I slept through the entire concert.,0.5,I slept through the entire concert and woke up feeling refreshed.,0.5,I slept through the entire concert and woke up feeling exhausted.,0.5,1.5,0.46
wash,lake,,0.8,,0.8,,0.8,,0.8,,0.8,4,0.8
wash,bathroom,Wash the bathroom.,1.0,Wash the bathroom floor.,0.8,Wash the bathroom sink.,0.8,Wash the bathroom toilet.,0.8,Wash the bathroom mirror.,0.75,7,0.83
wash,laundromat,I went to the laundromat to wash my clothes.,0.8,,0.8,I washed my clothes at the laundromat.,1.0,,0.8,I washed my clothes at the laundromat.,1.0,4.9,0.88
wash,puddle,The puddle washed away.,1.0,The puddle washed off the ground.,0.8,,0.8,,0.8,,0.8,1.2,0.84
wash,pool,Wash the pool,1.0,Wash the pool with soap,1.0,Wash the pool with water,1.0,Wash the pool with a hose,1.0,Wash the pool with a sponge,0.8,2.5,0.96
wash,factory,,0.5,,0.5,,0.5,,0.5,,0.5,2.5,0.5
wash,hospital,,0.0,,0.0,,0.0,,0.0,,0.0,5.6,0.0
run,house,The dog ran around the house.,0.8,The cat ran through the house.,0.8,The rabbit ran in the house.,0.8,,0.8,,0.8,2.8,0.8
run,track,The runner ran on the track.,1.0,,0.8,The runner ran on the track.,1.0,The track runner ran.,1.0,The runner ran on the track.,1.0,6.9,0.96
run,treadmill,I ran on the treadmill for 30 minutes.,1.0,The treadmill ran under my feet as I jogged.,0.8,The treadmill was my location as I ran.,1.0,I ran on the treadmill to get in shape.,1.0,The treadmill was my destination as I ran.,0.8,6.8,0.92
run,gymnasium,I ran to the gymnasium to exercise.,0.8,The gymnasium was my destination when I ran.,1.0,I ran to the gymnasium to play basketball.,0.75,The gymnasium was my starting point when I ran.,1.0,I ran to the gymnasium to get a drink of water.,0.75,6.4,0.86
run,sidewalk,The runner ran on the sidewalk.,1.0,The sidewalk was the location where the runner ran.,1.0,The runner ran on the sidewalk at night.,0.8,The sidewalk was the location where the runner ran at night.,1.0,The runner ran on the sidewalk in the rain.,0.8,5.5,0.92
run,road,The dog ran down the road.,0.8,The runner ran down the road.,1.0,The car ran down the road.,1.0,The horse ran down the road.,0.8,The person ran down the road.,1.0,5.2,0.92
run,restaurant,I ran to the restaurant to grab a bite to eat.,0.8,The restaurant was a great place to run errands.,0.8,I ran to the restaurant to pick up my order.,0.75,The restaurant was a popular spot to run into friends.,0.75,I ran to the restaurant to grab a drink before the show.,0.75,1.3,0.77
fish,ocean,The fish swam in the ocean.,1.0,The ocean was home to many fish.,0.8,The fish were found in the ocean.,1.0,The ocean was a habitat for fish.,1.0,The fish were abundant in the ocean.,1.0,6.4,0.96
fish,lake,The fish swam in the lake.,1.0,The lake was home to many fish.,1.0,The fish were caught in the lake.,1.0,The lake was a popular spot for fishing.,1.0,The lake was a haven for fish.,1.0,6.8,1.0
fish,pool,The fish swam in the pool.,1.0,The pool was filled with fish.,1.0,The fish were swimming in the pool.,1.0,The pool was a habitat for fish.,1.0,The fish were living in the pool.,1.0,1.1,1.0
fish,puddle,The fish swam in the puddle.,0.8,The puddle was home to many fish.,0.8,The fish were attracted to the puddle.,0.8,The puddle was a haven for fish.,1.0,The fish were found in the puddle.,1.0,1,0.88
fish,pond,The fish swam in the pond.,1.0,The pond was home to many fish.,1.0,The fish were swimming in the pond.,1.0,The pond was a habitat for fish.,1.0,The fish were found in the pond.,1.0,5,1.0
