admire,disciple,ARG0,The disciple admires the master's unwavering dedication to the craft.,Disciples admire their mentors for the wisdom and guidance they provide.,A disciple admires the patience and skill of their teacher in imparting knowledge.,Disciples often admire the way their leaders navigate challenges with grace and intelligence.,The disciple admires the profound understanding and insight their guru demonstrates in spiritual matters.
admire,disciple,ARG1,The disciple admires the master's unwavering dedication to the craft.,A disciple admires their mentor's ability to solve complex problems with ease.,Every disciple admires the patience and wisdom their teacher exhibits.,Disciples admire the way their leader handles challenges with grace.,The disciple admires the profound knowledge and skill of their guide.
admire,fan,ARG0,Fans admire their favorite athletes for their dedication and hard work.,The fan admired the artist's ability to convey deep emotions through music.,Fans admire the writer for her intricate storytelling and complex characters.,The fan admired the chef's innovative approach to traditional dishes.,Fans admire the director for his unique vision and groundbreaking films.
admire,fan,ARG1,Fans admire their favorite athletes for their dedication and hard work.,The fan admired the artist's ability to convey deep emotions through music.,Fans admire the writer for her unique storytelling and imaginative worlds.,The fan admired the actor's versatility and commitment to each role.,Fans admire the chef's innovative recipes and dedication to sustainable cooking.
admire,groupie,ARG0,The groupie admires the rock band for their incredible talent and energy on stage.,"A groupie admires her favorite singer, never missing a chance to attend his concerts.","Groupies admire the guitarist's skill, often gathering backstage to express their admiration.","This groupie admires the drummer's dedication, always following the band's tour across the country.","Groupies admire the charisma and stage presence of the lead vocalist, always cheering the loudest at concerts."
admire,groupie,ARG1,The groupie admires the rock band for their incredible talent and dedication.,"A groupie admires her favorite singer, never missing a concert or opportunity to support them.",Every groupie admires the charisma and stage presence of their musical idols.,"That groupie admires the guitarist so much, she has all their albums and follows them on every social media platform.","A groupie admires the drummer's skill, often standing front row at concerts to watch them play."
adopt,baby,ARG0,The couple decided to adopt a baby to complete their family.,"After years of consideration, John and Mary chose to adopt a baby, bringing joy into their lives.",The community praised the woman for her decision to adopt a baby in need.,"Following the tragic loss of their child, the Smiths found solace in their decision to adopt a baby.","Despite the challenges, the young widow made the brave choice to adopt a baby, providing a loving home."
adopt,baby,ARG1,The couple decided to adopt a baby to complete their family.,"After years of consideration, they finally chose to adopt a baby.","To adopt a baby was their lifelong dream, and it finally came true.","They went through the process to adopt a baby, feeling a mix of excitement and nervousness.",Adopting a baby brought immense joy and a sense of fulfillment to their lives.
adopt,child,ARG0,The couple decided to adopt a child to expand their family.,"After years of consideration, they finally chose to adopt a child and provide a loving home.","The single mother made the brave decision to adopt a child, fulfilling her dream of parenthood.","Despite the challenges, the community leader advocated for more people to adopt a child and make a difference.","The philanthropist established a foundation to support those who wish to adopt a child, ensuring they have the necessary resources."
adopt,child,ARG1,The couple decided to adopt a child to expand their family.,"After years of consideration, they finally chose to adopt a child from the orphanage.","To adopt a child was always their dream, and now it was becoming a reality.","They went through a rigorous process to adopt a child, ensuring they were prepared for the responsibility.",Adopting a child brought immense joy and fulfillment to their lives.
adopt,committee,ARG0,The committee adopted a new policy to improve transparency.,The committee adopted the recommendations from the subcommittee without any modifications.,The committee adopted a more aggressive stance on environmental issues.,The committee adopted the proposed budget after hours of deliberation.,The committee adopted a resolution to support community health initiatives.
adopt,committee,ARG1,The committee adopted a new policy to improve workplace diversity.,"After much deliberation, the committee adopted the proposed budget for the next fiscal year.",The committee adopted a resolution to support renewable energy initiatives.,"In response to public demand, the committee adopted stricter safety regulations.",The committee adopted innovative strategies to enhance community engagement.
adopt,couple,ARG0,The couple decided to adopt a child from the orphanage.,"After years of consideration, the couple finally chose to adopt a puppy from the local shelter.","The couple, unable to conceive, opted to adopt twins who had been in foster care.","Determined to expand their family, the couple went through the process to adopt a baby girl.","The couple, passionate about helping children in need, made the decision to adopt a sibling group to keep them together."
adopt,couple,ARG1,The couple decided to adopt a child from the local orphanage.,"After years of consideration, the couple finally agreed to adopt a puppy from the animal shelter.",The couple chose to adopt a new lifestyle that focused on sustainability and minimalism.,"Following their move to the countryside, the couple opted to adopt two kittens to keep the mice at bay.","The couple, passionate about art, decided to adopt a more modern aesthetic for their home renovation."
adopt,policy,ARG0,The government decided to adopt a new environmental policy.,Many companies have started to adopt flexible work-from-home policies.,The school board will adopt a policy to ensure the safety of all students.,Local authorities agreed to adopt a policy to reduce traffic congestion.,The international organization voted to adopt a policy on human rights protections.
adopt,policy,ARG1,The government decided to adopt a new environmental policy.,Many companies are starting to adopt a remote work policy.,The school board will adopt a policy to improve student safety.,"To combat climate change, the city council voted to adopt a green energy policy.",The organization agreed to adopt a policy of inclusivity to ensure equal opportunities for all.
applaud,actress,ARG0,The audience applauded the actress for her stunning performance.,Critics everywhere applaud the actress for her versatility in roles.,Fans gathered outside the theater to applaud the actress as she arrived.,The director applauded the actress for her dedication to the character.,Her peers applaud the actress for breaking barriers in the industry.
applaud,actress,ARG1,The audience applauded the actress for her stunning performance.,Critics everywhere applaud the actress for her versatility in roles.,"After the final scene, everyone in the theater stood up to applaud the actress.",The director decided to publicly applaud the actress for her dedication to the character.,Fans gathered outside the stage door to applaud the actress as she exited the building.
applaud,critic,ARG0,The critics applauded the groundbreaking performance with enthusiasm.,"After the show, the critic applauded the director for her innovative vision.","Throughout the premiere, critics applauded each scene, visibly moved by the powerful storytelling.","The critic applauded loudly, leading the standing ovation for the breathtaking performance.",Critics around the world applauded the movie for its bold narrative and compelling characters.
applaud,critic,ARG1,The critic applauded the stunning performance of the lead actor.,"After the show, the critic applauded the innovative direction and bold choices.",The critic applauded the playwright's ability to weave complex narratives seamlessly.,"In her review, the critic applauded the ensemble's chemistry and dynamic stage presence.",The critic applauded the set designer's attention to detail and the immersive atmosphere created on stage.
applaud,director,ARG0,The director was applauded by the audience for her groundbreaking work.,"After the premiere, the director received a standing ovation as everyone applauded her efforts.","The director stepped onto the stage, and the crowd immediately began to applaud.",Critics and fans alike applauded the director for her innovative storytelling techniques.,"At the award ceremony, the director was warmly applauded as she accepted her trophy."
applaud,director,ARG1,The audience applauded the director for her groundbreaking work.,"After the premiere, critics everywhere applauded the director for his innovative storytelling.",The entire cast applauded the director for her dedication and vision during the wrap party.,Film enthusiasts applauded the director for pushing the boundaries of cinema.,"At the award ceremony, the jury applauded the director for his contribution to the film industry."
applaud,musician,ARG0,The audience applauded the musician for their breathtaking performance.,Critics everywhere applaud musicians who bring innovation to their genre.,"After the concert, everyone stood up to applaud the musician.",We should all applaud musicians for their resilience during these challenging times.,The community gathered to applaud the musician for their contributions to local culture.
applaud,musician,ARG1,The audience applauded the musician for her breathtaking performance.,"After the concert, everyone stood up to applaud the musician.",Critics around the world applaud the musician for her innovative compositions.,"The musician was applauded as she took the stage, ready to dazzle the crowd.",Social media was abuzz with fans applauding the musician's latest album release.
applaud,performance,ARG0,The audience applauded the performance enthusiastically.,Critics everywhere applaud the performance for its originality.,"We all stood up to applaud the performance, deeply moved.","After the final act, everyone in the theater applauded the performance.",The judges decided to applaud the performance with a standing ovation.
applaud,performance,ARG1,The audience applauded the performance enthusiastically.,Critics around the world applauded the performance for its originality.,"After the final act, everyone stood up to applaud the performance.","She quietly applauded the performance, deeply moved by its intensity.",They had never seen anything like it and applauded the performance for minutes on end.
approve,candidate,ARG0,The committee approved the candidate after a rigorous interview process.,Our manager quickly approved the candidate for the new engineering position.,The board unanimously approved the candidate for the CEO role.,Voters in the district approved the candidate for the upcoming election.,The university's admissions office approved the candidate for the scholarship program.
approve,candidate,ARG1,The committee will approve the candidate after the final interview.,Our manager didn't approve the candidate due to lack of experience.,They hope to approve the candidate by the end of the week.,Did the board approve the candidate for the new project?,The university must approve the candidate before offering the scholarship.
approve,committee,ARG0,The committee approved the new policy after much deliberation.,"After reviewing the proposal, the committee approved the budget increase.","The committee approved the research grant, enabling the project to move forward.","Following a thorough evaluation, the committee approved the appointment of the new director.","The committee approved the conference schedule, finalizing the event's program."
approve,committee,ARG1,The committee approved the new policy after extensive discussions.,"After careful consideration, the committee approved the budget for the next fiscal year.","The committee approved the research proposal, allowing the project to move forward.","In their last meeting, the committee approved the appointment of the new director.","The committee approved the plans for the annual conference, setting the dates and key speakers."
approve,contractor,ARG0,The contractor approved the final blueprints for the construction project.,"After thorough evaluation, the contractor approved the new safety protocols.",The contractor approved the budget increase after reviewing the unexpected costs.,"Upon inspection, the contractor approved the use of the innovative materials.",The contractor approved the team's request for additional training on the new equipment.
approve,contractor,ARG1,The board quickly approved the contractor for the new building project.,"After thorough review, the city council approved the contractor for the urban redevelopment plan.",The homeowners' association finally approved the contractor for the community center renovation.,"Due to his excellent reputation, the committee unanimously approved the contractor for the upcoming infrastructure upgrade.",The project manager approved the contractor after verifying all the necessary certifications and references.
approve,plan,ARG0,The committee approved the plan for the new community park.,Management quickly approved the plan to increase production efficiency.,The city council approved the plan for the annual street festival.,The board of directors approved the plan to expand overseas.,The government approved the plan to improve public transportation.
approve,plan,ARG1,The committee will approve the plan next week.,Management did not approve the plan due to budget constraints.,The city council must approve the plan before construction begins.,"After much deliberation, the board finally approved the plan.",The government has yet to approve the plan for the new highway.
approve,policy,ARG0,The government approved the new environmental policy.,The board quickly approved the policy on remote work.,The committee approved the policy change with unanimous consent.,The president approved the policy after months of deliberation.,The council approved the policy to increase public safety.
approve,policy,ARG1,The government will likely approve the new environmental policy.,The board must approve the policy before it can be implemented.,Did the committee approve the policy on workplace safety?,"They didn't approve the policy, citing several concerns.","To everyone's surprise, the president did approve the controversial policy."
arrest,cop,ARG0,The cop arrested the suspect after a lengthy chase.,A cop arrested the thief who had been terrorizing the neighborhood.,"In the early morning, the cop arrested the drunk driver before any accidents could occur.","The undercover cop arrested the leader of the drug ring, bringing an end to months of investigation.","After the riot, the cop arrested the instigator for inciting violence."
arrest,cop,ARG1,The cop arrested the suspect after a lengthy chase.,"In the early morning, the cop arrested the burglar who had broken into several homes.","Following the bank robbery, the cop arrested the two main suspects hiding in a nearby motel.","After the concert, the cop arrested an individual for selling illegal merchandise.",The cop arrested the driver for DUI after failing the breathalyzer test.
arrest,corporal,ARG0,The corporal arrested the suspect after a lengthy chase.,Corporal Smith arrested the thief who had been terrorizing the neighborhood.,"In the early morning, the corporal arrested the vandal caught defacing public property.",The corporal arrested the driver for DUI after failing the sobriety test.,"After gathering sufficient evidence, the corporal arrested the leader of the smuggling ring."
arrest,corporal,ARG1,The corporal was arrested for disobeying direct orders.,"After the investigation, the corporal was arrested for espionage.","Due to misconduct, the corporal found himself being arrested by military police.",The corporal was arrested after the stolen goods were found in his locker.,"Following the riot, the corporal was arrested for inciting violence among the troops."
arrest,crook,ARG0,The police quickly arrest the crook hiding in the alley.,Undercover agents arrest the crook during the sting operation.,Detectives arrest the crook after a lengthy investigation.,Authorities arrest the crook responsible for the bank robbery.,The sheriff's department will arrest the crook before sunrise.
arrest,crook,ARG1,The police arrest the crook after a long chase.,Detectives managed to arrest the crook hiding in the abandoned warehouse.,Undercover agents finally arrest the crook involved in the smuggling ring.,Authorities arrest the crook responsible for the recent bank heists.,"After months of investigation, the FBI arrest the crook leading the cybercrime network."
arrest,guard,ARG0,The guard arrested the intruder who was trying to break into the museum.,"After witnessing a theft, the guard arrested the suspect on the spot.",The guard arrested the vandal for defacing public property.,"During the riot, the guard arrested several agitators who were causing harm.",The guard arrested the shoplifter who had stolen several items from the store.
arrest,guard,ARG1,The guard arrested the intruder who was trying to break into the museum.,"After witnessing a theft, the guard arrested the suspect on the spot.",The guard arrested the vandal for defacing public property.,"In the act of shoplifting, the guard arrested the teenager before they could escape.",The guard arrested the person for causing a disturbance at the event.
arrest,police,ARG0,The police arrested the suspect after a lengthy investigation.,Police arrested the thief who had been terrorizing the neighborhood.,"After the riot, police arrested several individuals for vandalism.",The police arrested the driver for driving under the influence.,Police arrested the fraudster who had been scamming elderly people.
arrest,police,ARG1,The police arrest the suspect after a high-speed chase.,"In the early morning hours, the police arrest a group of vandals causing havoc downtown.","Following a thorough investigation, the police arrest the mastermind behind the elaborate bank heist.","During the protest, the police arrest several individuals for inciting violence.","After receiving an anonymous tip, the police arrest a notorious drug dealer in the neighborhood."
arrest,suspect,ARG0,The police arrested the suspect after a lengthy investigation.,Detectives arrested the suspect in connection with the recent bank robbery.,Authorities arrested the suspect following a high-speed chase.,The suspect was arrested by undercover officers at the scene of the crime.,"After gathering sufficient evidence, the team arrested the suspect for fraud."
arrest,suspect,ARG1,The police finally managed to arrest the suspect after a lengthy investigation.,"After hours of surveillance, detectives were able to arrest the suspect in the early hours of the morning.",Authorities have been working tirelessly to arrest the suspect involved in the recent bank robbery.,"In a dramatic turn of events, the suspect was arrested by undercover officers at the airport.","Following a tip-off from an informant, the task force moved quickly to arrest the suspect before he could flee the city."
assist,employee,ARG0,The employee assisted her colleague with the project presentation.,An employee assisted the customer in finding the right product.,The employee assisted in organizing the stock room efficiently.,"Every morning, the employee assisted with opening the store.",The employee assisted the manager in preparing the annual report.
assist,employee,ARG1,The employee assisted the manager with the annual report.,An employee assisted a customer who was looking for a specific product.,"During the conference, the employee assisted the speaker with technical difficulties.",The employee assisted in organizing the stock room for better efficiency.,"After the workshop, the employee assisted participants with their questions."
assist,grandmother,ARG0,My grandmother always assists her neighbors with their gardening.,The grandmother assisted the children in baking cookies for the school sale.,A kind grandmother assisted a lost tourist with directions to the city center.,Her grandmother assisted in organizing the community charity event last summer.,The grandmother assisted her granddaughter in choosing the perfect wedding dress.
assist,grandmother,ARG1,The nurse will assist the grandmother with her daily exercises.,Can you assist the grandmother in crossing the street safely?,I saw a young boy assist the grandmother with her groceries.,The community center offers programs to assist the grandmother with her social needs.,A kind neighbor came over to assist the grandmother with setting up her new phone.
assist,host,ARG0,The host assists the guests with their luggage.,The host assists in organizing the event to ensure everything runs smoothly.,The host assists visitors in finding their seats at the venue.,The host assists in answering questions about the schedule of the conference.,The host assists with the setup of the presentation equipment.
assist,host,ARG1,The host assists the guests with their luggage.,The host assists in organizing the event to ensure everything runs smoothly.,The host assists visitors in finding their seats at the venue.,The host assists with answering questions about the schedule.,The host assists in setting up the stage for the performance.
assist,moron,ARG0,The kind librarian always assists the moron with finding the right books.,"In the workshop, the experienced mechanic patiently assists the moron in understanding car maintenance.","During the study group, the top student assists the moron with complex math problems.",The software developer assists the moron in navigating through the basics of programming.,"At the community center, the volunteer assists the moron in learning how to read."
assist,moron,ARG1,"The tutor decided to assist the moron with his homework, showing remarkable patience.","Despite the challenges, the team leader chose to assist the moron in understanding the project's goals.",The software was designed to assist the moron in navigating the complex interface more easily.,The community program was set up to assist the moron in gaining essential life skills.,The therapist was committed to assist the moron in improving his social interactions.
attack,boxer,ARG0,The boxer attacked his opponent with a swift uppercut.,"In the ring, the boxer attacked relentlessly, seeking to wear down his adversary.","During the match, the boxer attacked with a series of powerful jabs and hooks.","The boxer attacked from the opening bell, dominating the fight with aggressive tactics.","With a strategy to overwhelm, the boxer attacked, combining speed and precision in his strikes."
attack,boxer,ARG1,The boxer attacked his opponent with a swift uppercut.,"In the ring, the boxer attacked relentlessly, seeking to wear down his adversary.","During the match, the boxer attacked with a series of powerful jabs and hooks.","The boxer attacked from the opening bell, dominating the fight with aggressive tactics.","With a strategy to overwhelm, the boxer attacked, combining speed and precision in his strikes."
attack,fort,ARG0,The army attacked the fort at dawn.,Pirates launched an attack on the coastal fort.,Rebels planned to attack the ancient fort under the cover of darkness.,The knights decided to attack the fort to free the prisoners.,"Enemy forces attacked the fort, breaching its walls."
attack,fort,ARG1,The army decided to attack the fort at dawn.,Pirates planned to attack the fort to steal the treasure.,"During the war, rebels frequently attempted to attack the fort.",The general ordered his troops to attack the fort immediately.,"In the simulation, the enemy forces will attack the fort to test our defenses."
attack,infantry,ARG0,The infantry attacked the enemy stronghold at dawn.,Infantry units attacked the opposing forces to regain control of the bridge.,"During the night, the infantry attacked to disrupt the enemy's supply lines.","In a surprise maneuver, the infantry attacked the enemy camp, causing chaos.","The infantry attacked the fortifications, using heavy artillery to support their advance."
attack,infantry,ARG1,The infantry attacked the enemy stronghold at dawn.,"During the battle, the infantry attacked with unparalleled bravery.","Under the cover of night, the infantry attacked the opposing forces' camp.","The infantry attacked the hill, taking control after a fierce fight.","In a surprise maneuver, the infantry attacked the convoy, disrupting the supply line."
attack,opinion,ARG0,The critic's opinion attacked the fundamental principles of the movie.,Her opinion attacked the outdated norms still prevalent in society.,His opinion attacked the company's policy on environmental sustainability.,Their opinion attacked the proposed solution as being overly simplistic.,The editorial's opinion attacked the government's stance on immigration.
attack,opinion,ARG1,The politician's speech attacked the prevailing opinion on climate change.,Her thesis attacked the traditional opinion on gender roles in society.,The editorial attacked the popular opinion that economic growth solves all problems.,His argument attacked the common opinion about the effectiveness of the new policy.,The documentary attacked the widespread opinion on the safety of nuclear energy.
attack,pacifist,ARG0,The pacifist launched a verbal attack against the policy.,"In a surprising turn of events, the pacifist attacked the argument with logical fallacies.","Despite their peaceful beliefs, the pacifist attacked the legislation with fierce criticism.",The pacifist attacked the notion of violence in a passionate speech.,"Unexpectedly, the pacifist attacked the debate with a well-crafted counterargument."
attack,pacifist,ARG1,The pacifist was attacked for his beliefs.,A pacifist was unexpectedly attacked during the protest.,"Despite being a pacifist, he was attacked by the angry mob.",The pacifist found himself being attacked after the debate.,A group of pacifists were attacked while promoting peace in the city square.
attack,troops,ARG0,The troops attacked the enemy stronghold at dawn.,Troops launched a surprise attack on the rebel positions overnight.,"In a coordinated effort, the troops attacked the strategic locations held by the insurgents.","Under the cover of darkness, the troops attacked, catching the opposing forces off guard.","The troops attacked the fortified positions, initiating a fierce battle."
attack,troops,ARG1,The troops attacked the enemy stronghold at dawn.,Troops attacked the rebel positions under the cover of night.,"In a surprise move, the troops attacked the fortified city, breaching its defenses.","Without warning, troops attacked the convoy, causing chaos.","Troops attacked the pirate base, liberating the hostages."
audit,accountant,ARG0,The accountant audited the company's financial statements meticulously.,An experienced accountant audited the nonprofit organization to ensure compliance.,The accountant audited the small business's books to find discrepancies.,"Upon suspicion of fraud, the accountant audited the firm's accounts thoroughly.",The accountant audited the tax records to prepare for the upcoming audit season.
audit,accountant,ARG1,The accountant will audit the company's financial statements next week.,An experienced accountant is needed to audit the non-profit organization's books.,The firm hired an independent accountant to audit their accounts after the discrepancy was found.,Our accountant has been scheduled to audit the competitor's financial records as part of the acquisition process.,The accountant set aside two days to audit the small business's ledger for any irregularities.
audit,businessman,ARG0,The businessman audits his company's financial statements every quarter to ensure accuracy.,"Before making any investment, the businessman audits the financial health of potential companies.","As a savvy businessman, he regularly audits his own business operations to identify areas for improvement.",The businessman decided to audit his suppliers to ensure they were complying with ethical standards.,"To better understand his competition, the businessman audits their public financial records annually."
