serve,library,The community center will serve as a library for the neighborhood.,A renovated warehouse will serve the community as a library.,The old school building will now serve as a new library.,A mobile van will serve remote areas as a traveling library.,The online platform will serve globally as a digital library.
act,work,They decided to act in the work's designated area for the final scene.,The director chose to act out the confrontation scene right in the middle of the work site.,"To truly understand the character, she had to act within the confines of the work environment depicted in the script.",He found it challenging to act without the familiar backdrop of his usual work setting.,"For the indie film, they had to act in a makeshift work studio that barely had any heating."
act,theater,They decided to act in the theater downtown for the summer play.,Famous actors often act at the theater on Broadway.,Aspiring students will act in the theater next to the university.,Many celebrities got their start acting in the theater in London.,The community group will act in the theater located in the old mill for their annual performance.
act,party,"The play will act out in the party hall, bringing the story to life amidst the festive decorations.","They decided to act the scene at the party, where the ambiance matched the script perfectly.","The magician promised to act his best tricks in the garden where the party was set, under the twinkling lights.","To everyone's surprise, the famous actor agreed to act a short piece from his latest movie at the party, right next to the pool.","The improv group was excited to act out their new sketch at the party, using the living room as their impromptu stage."
act,gymnasium,"The play will act out in the gymnasium, transforming it into a magical world.",A famous director decided to act his newest movie scenes in the old gymnasium.,"During the festival, several groups will act their parts in the gymnasium, making it the center of attention.",The gymnasium will act as the venue for the community theater's latest production.,Local students will act out historical events in the gymnasium for their annual project.
act,playground,The children decided to act out their favorite fairy tale on the playground.,Local theater groups often act their plays on the playground to attract a younger audience.,"During the summer, the playground becomes a stage where amateurs act out scenes from popular movies.","To celebrate the community festival, several groups will act out historical events on the playground.",The playground was transformed into an open-air theater where students could act in their end-of-year performances.
examine,hospital,The team decided to examine the new medical equipment in the hospital.,Authorities will examine the safety protocols currently in place at the hospital.,"After the outbreak, experts were called to examine hygiene practices within the hospital.","To improve patient care, the committee agreed to examine the workflow efficiency at the hospital.",Inspectors are scheduled to examine the construction quality of the new wing in the hospital.
examine,office,The detective decided to examine the office where the crime was reported.,"Before signing the lease, they went to examine the office for any potential issues.",The health inspector will examine the office to ensure it meets safety standards.,"To understand the company's workflow, the consultant needed to examine the office layout.","After the earthquake, the structural engineer came to examine the office for any damages."
examine,laboratory,The scientists will examine the new specimens in the laboratory.,"To better understand the reaction, we must examine the samples within the laboratory.",They plan to examine the ancient artifacts found in the excavation site at the laboratory.,The team is eager to examine the genetic data collected from the field in the laboratory.,"After collecting soil samples from the contaminated site, the researchers will examine them in the laboratory."
examine,school,The team decided to examine the school for its suitability as a community center.,Authorities will examine the school to ensure it meets safety standards.,Experts were called in to examine the school's structure after the earthquake.,The committee plans to examine the school to identify potential improvements.,Inspectors are scheduled to examine the school for compliance with new regulations.
examine,court,The lawyer went to the court to examine the evidence closely.,Detectives were called to examine the scene at the court after the unexpected incident.,Journalists gathered outside the court to examine the details of the high-profile case.,The team arrived at the court to examine the security footage for any clues.,Historians came to the court to examine the architectural significance of the building.
examine,bank,The police decided to examine the area around the bank for any clues.,Archaeologists came to examine the site near the bank where ancient artifacts were found.,The team was eager to examine the space by the bank to set up their environmental study.,Investigators had to examine the vicinity of the bank following the mysterious incident.,Urban planners needed to examine the land adjacent to the bank for the new development project.
gamble,bar,They decided to gamble at the bar known for its high-stakes poker games.,"After work, they often gamble in the bar that has a couple of slot machines.",The group found a bar where they could gamble on horse races televised from around the country.,"She loves to gamble, so she was thrilled to discover a bar with a back room for blackjack.","While waiting for their friends, they decided to gamble at the bar's electronic roulette table."
gamble,racetrack,"They decided to gamble at the racetrack, hoping for a big win.","Every weekend, he would gamble away his paycheck at the racetrack.","To celebrate her birthday, they went to gamble at the racetrack, enjoying the thrill of the races.","After learning the basics of betting, she felt confident enough to gamble at the racetrack.","Despite the rain, the racetrack was crowded with people eager to gamble on their favorite horses."
gamble,casino,"They decided to gamble at the casino, hoping luck was on their side.","After dinner, we went to gamble in the casino located in the heart of the city.",Many tourists come to gamble at the casino overlooking the sea.,"He loves to gamble, so he visits the casino every weekend without fail.","On her birthday, she chose to gamble away at the casino with her friends."
gamble,hotel,They decided to gamble at the hotel's luxurious casino.,Many tourists gamble in the hotel's grand gaming hall.,"After dinner, we went down to gamble in the hotel's bustling casino floor.",The hotel offers an exclusive area to gamble for its high-rolling guests.,"On vacation, gambling at the hotel's casino became our nightly entertainment."
gamble,party,The party decided to gamble at the luxurious casino downtown.,They chose to gamble away the night in the back room of the party.,"After the awards ceremony, the entire party went to gamble at the famous Vegas strip.",The reunion party found an exclusive club where they could gamble in private.,"For her birthday, they organized a party where guests could gamble in a makeshift casino at the hotel."
gamble,mall,They decided to gamble at the new casino located inside the mall.,The mall has a section where people can gamble on arcade games.,"In the mall, there's a luxury lounge where high-stakes gambling takes place.",The mall introduced an innovative concept where shoppers can gamble for discounts at their favorite stores.,A unique feature of this mall is the virtual reality zone where visitors can gamble in immersive environments.
gamble,airport,He decided to gamble at the casino located inside the airport.,They found a place to gamble right next to their departure gate at the airport.,"While waiting for their flight, many passengers chose to gamble at the airport's gaming lounge.",The airport had recently opened a new section where travelers could gamble before boarding.,"Despite the rush, she couldn't resist stopping to gamble at the airport's slot machines."
gamble,arena,"They decided to gamble in the bustling arena, where the energy was palpable.",The arena was known as a place where high-stakes gamblers gathered to test their luck.,"In the heart of the city, the arena served as a popular location to gamble away the night.","The ancient arena, now a modern gambling hub, attracted players from all over the world.","Under the bright lights of the arena, spectators watched as fortunes were gambled on the turn of a card."
drive,highway,"They drive on the highway for hours, enjoying the scenic views.","During the road trip, we will drive across the highway that cuts through the mountains.",You can drive along the highway to reach the coastal town by noon.,"To avoid the traffic in the city, I usually drive on the highway.",Can you drive on the highway in heavy rain without feeling nervous?
drive,racetrack,"Every weekend, they drive to the racetrack to watch the races.","He learned to drive on a racetrack, mastering the art of high-speed turns.",They plan to drive around the racetrack to experience its challenging curves.,"To test their new sports car, they decided to drive on the racetrack.",She couldn't wait to drive her motorcycle on the racetrack for the first time.
drive,rink,They decided to drive to the rink to watch the hockey game.,Can you drive me to the rink for my figure skating practice?,"After school, we usually drive to the rink for some ice time.",He had to drive to the rink early in the morning for his son's hockey tournament.,She loves to drive to the rink on weekends to play ice hockey with her friends.
drive,sidewalk,"The skateboarders found a way to drive along the sidewalk, turning heads as they went.","During the parade, small autonomous vehicles were programmed to drive on the sidewalk, delighting the crowd.","In the early morning hours, maintenance robots drive on the sidewalk to clean and polish its surface.",The remote-controlled car was so powerful that it could drive up the steep incline of the sidewalk.,"To avoid the congested streets, cyclists sometimes drive on the sidewalk, though it's not always appreciated by pedestrians."
drive,ditch,"He managed to drive into the ditch, avoiding the oncoming traffic.","During the storm, she lost control and had to drive through the ditch to regain stability.",They had to drive along the ditch to reach the hidden entrance of the farm.,"In an attempt to escape the chase, the thief decided to drive across the ditch, hoping the police wouldn't follow.","To avoid hitting the animal on the road, I had to drive towards the ditch, narrowly avoiding an accident."
drive,field,They decided to drive through the field to get a closer look at the wildflowers.,"Every summer, we drive across the field to reach the hidden lake for a swim.",Farmers often drive around the field to inspect the crops for any signs of disease.,"During the harvest season, you can see tractors drive over the field, collecting the ripe wheat.","To avoid the traffic, we took a shortcut and decided to drive along the field, enjoying the scenic beauty."
hunt,forest,"The wolves hunt in the forest, using their keen senses to track down prey.","During the autumn months, many people visit the forest to hunt for deer.",Ancient tribes relied on the dense forest as their primary location to hunt for food.,"The forest, teeming with wildlife, provides an ideal location for hunters to hunt.","Birds of prey often hunt in the forest, swooping down on unsuspecting rodents."
hunt,lake,"The wolves hunt near the lake, using its waters as a trap for their prey.","Every summer, the locals hunt around the lake for the elusive golden fish.","Birds of prey often hunt over the lake, diving swiftly to catch unwary fish.","Ancient tribes used to hunt in the dense forests surrounding the lake, tracking deer to its shores.","We will hunt for rare plants along the lake's edge, where they are known to flourish."
hunt,backyard,The children hunt for Easter eggs in the backyard every spring.,"At night, you can sometimes see the cat hunt for mice in the backyard.",They decided to hunt for the lost ring in the backyard where the wedding took place.,"During the summer, we often hunt for fireflies in the backyard, capturing their light in jars.",I watched my dog excitedly hunt for the bone I had hidden in the backyard.
hunt,ocean,The pirates hunt for treasure in the vast ocean.,Marine biologists hunt for new species in the deep ocean.,Fishermen hunt for the biggest catch off the ocean's coast.,Adventurers hunt for the lost city submerged in the ocean.,Conservationists hunt for signs of endangered marine life in the ocean.
hunt,swamp,They often hunt in the swamp for rare birds.,The swamp is a popular location to hunt for alligators.,"During the fall, many locals hunt in the swamp for ducks.",He decided to hunt in the swamp because he heard it was teeming with wildlife.,The guide recommended the swamp as the best place to hunt for snakes.
hunt,meadow,The foxes hunt in the meadow for small rodents.,"Every spring, photographers flock to the meadow to hunt for the perfect shot of wildflowers.","In the early morning mist, you can see the wolves hunt across the meadow.","Birds of prey often hunt over the meadow, scanning the ground for unsuspecting prey.","Local legends tell of ancient warriors who would hunt in the meadow, using only the moonlight to guide them."
hunt,garden,The foxes hunt in the garden for unsuspecting rabbits.,"At night, you can hear the owls hunt in the garden for small rodents.","Cats often hunt in the garden, keeping an eye out for birds and mice.",The children hunt for Easter eggs hidden throughout the garden.,"In the summer, we watch the bats hunt for insects in the garden."
browse,store,She decided to browse the store for the latest fashion trends.,They often browse the store on weekends looking for good deals.,"After lunch, we'll browse the store for a new coffee table.",Can we browse the store for some gardening tools this afternoon?,He loves to browse the store for vintage records.
browse,classroom,Students often browse in the classroom for interesting books.,You can browse the resources available in the classroom.,Visitors are allowed to browse around the classroom during the open day.,Teachers encourage children to browse the classroom library for new titles.,"During the break, many students browse through the materials displayed in the classroom."
browse,library,"She loves to browse in the library for hours, discovering new authors.","On weekends, he often browses the library for rare books.",They decided to browse the library for some quiet study material.,I'm planning to browse the library for the latest science fiction releases.,Can we browse the library for some cookbooks this afternoon?
browse,gallery,They decided to browse the gallery on a quiet Tuesday afternoon.,"While on vacation, she loved to browse galleries to find unique art pieces.",Can you browse the gallery and see if anything catches your eye?,"He spent hours browsing the gallery, mesmerized by the diverse collection.","After lunch, they suggested we browse the gallery downtown for some inspiration."
browse,museum,"On her day off, she decided to browse the museum to immerse herself in ancient history.","While waiting for his friend, he took the opportunity to browse the museum and admire the art collections.",They planned to browse the museum for inspiration on their next art project.,"During their vacation, the family spent an afternoon browsing the museum to learn more about local culture.","After reading about the new exhibit, she eagerly went to browse the museum and discover the artifacts."
browse,bar,"After work, she likes to browse the bar for unique cocktails.",He decided to browse the bar area for a quiet spot to sit.,They often browse the bar for familiar faces before choosing where to sit.,"On weekends, we browse the bar for the best deals on drinks.",Visitors can browse the bar for a selection of local and imported beers.
bury,sandbox,The children decided to bury their time capsule in the sandbox.,We will bury the treasure chest deep within the sandbox for the kids to find.,They chose to bury the broken pieces of pottery in the sandbox to prevent injuries.,Can we bury these plant seeds in the sandbox and see if they grow?,"After the storm, we found the toy car buried under the sand in the sandbox."
bury,concrete,The workers decided to bury the time capsule in the concrete foundation of the new building.,"During the renovation, they discovered that someone had chosen to bury a collection of old coins beneath the concrete floor.",The construction team had to bury the electrical cables within the concrete walls for safety reasons.,"To prevent theft, the museum decided to bury the ancient artifact in a block of concrete, hidden from view.","In an effort to stabilize the structure, engineers recommended to bury steel supports deep into the concrete base."
bury,ground,They decided to bury the time capsule in the ground at the old schoolyard.,The pirates drew a map to mark where they would bury the treasure deep in the ground.,"After the ceremony, they went to bury the beloved pet in the ground under the oak tree.",The soldiers had to bury their supplies in the ground to hide them from the enemy.,"Farmers bury seeds in the ground every spring, hoping for a bountiful harvest."
bury,cemetery,They decided to bury the time capsule in the cemetery for future generations to find.,The old legend claims that a treasure is buried somewhere in the cemetery.,"After the ceremony, they went to bury her ashes in the family plot at the cemetery.",The community came together to bury the town's time-honored veterans in the cemetery with full honors.,"In the novel, the protagonist had to bury a mysterious artifact in the cemetery to prevent a disaster."
bury,dump,"They decided to bury the time capsule near the old dump, hoping it would remain undiscovered for decades.","The treasure was buried just a mile past the dump, where the land started to slope gently.","After the storm, the community helped bury the debris in a large pit located at the dump.","The secret documents were buried in a secure container, hidden away in the dump to avoid detection.","Legend has it that the pirate's gold was buried somewhere around the dump, marked only by an ancient oak tree."
bury,subway,The city decided to bury the new subway line deep beneath the downtown area.,"In order to protect it from natural disasters, they chose to bury the subway system under solid rock.",Archaeologists centuries later discovered the remnants of a civilization that chose to bury their subway tunnels under the desert sands.,The engineers were faced with a challenge when they had to bury the subway beneath the river without disrupting the aquatic ecosystem.,"To avoid the busy city streets, the planners opted to bury the subway under a large park, providing both transportation and green space."
mingle,party,Guests started to mingle as soon as they arrived at the party.,"At the party, people were eager to mingle and meet new friends.",The party served as a perfect location for guests to mingle and share stories.,Everyone seemed to mingle effortlessly throughout the evening at the party.,The spacious garden at the party allowed guests to mingle comfortably under the stars.
mingle,mall,"People love to mingle at the mall, where the atmosphere is always lively.","During the holidays, the mall becomes a prime location for teenagers to mingle and shop.","The mall, with its wide variety of stores, offers a perfect backdrop for friends to mingle and catch up.","Artists and performers often mingle with the crowds at the mall, adding to the vibrant culture of the place.",The food court at the mall is a popular spot for families to mingle and enjoy a meal together.
mingle,office,"After work, employees often mingle in the office, sharing stories of their day.","During the holiday party, guests were encouraged to mingle throughout the office, enjoying the festive decorations.","The new intern found it easy to mingle in the office, quickly becoming part of the team.","To foster a sense of community, the company organized events where staff could mingle in the office over coffee.","Visitors were impressed by how freely everyone could mingle in the office, making it feel welcoming and open."
mingle,bar,"After work, they decided to mingle at the bar.",The tourists found it easy to mingle at the bar located in the heart of the city.,"To celebrate the end of the semester, the students chose to mingle at the bar near campus.",The conference attendees planned to mingle at the bar after the day's sessions.,She was excited to mingle at the bar during the reunion.
mingle,graduation,"After the ceremony, everyone will mingle at the graduation venue.",Guests began to mingle in the hall designated for the graduation.,The courtyard was a perfect place to mingle during the graduation celebrations.,"Following the speeches, the graduates will mingle in the garden reserved for the graduation.","The atrium, beautifully decorated for the occasion, became a lively spot to mingle after the graduation."
mingle,wedding,Guests started to mingle as soon as they arrived at the wedding.,"At the wedding, people from both families began to mingle, sharing stories and laughter.",The wedding served as a perfect location for old friends to mingle and catch up.,"As the evening progressed, the dance floor at the wedding became a lively spot for guests to mingle.","The garden area of the wedding was beautifully lit, encouraging guests to mingle under the stars."
marry,house,"They decided to marry in the house where they first met, making it a location filled with memories.","The couple chose to marry at the house, transforming its backyard into a beautiful wedding venue.",To marry in the house of one's ancestors was considered a great honor in their culture.,"They planned to marry in the house, with each room telling a different part of their love story.","Choosing to marry in the house, they felt their home would forever hold the joy of their special day."
marry,church,They decided to marry in the church where they first met.,The couple chose to marry at the church that was central to their community.,John and Mary opted to marry in a small church nestled in the countryside.,"After much deliberation, they agreed to marry in the historic church downtown.","Despite their families' preferences, the pair was adamant about marrying in the old family church."
marry,island,"They decided to marry on the island, surrounded by the ocean's serene beauty.","The couple chose to marry on the island, making their vows under the shade of ancient trees.","Opting for a destination wedding, they planned to marry on the island known for its breathtaking sunsets.","They were excited to marry on the island, where the sand was as white as their wedding attire.","Dreaming of a unique ceremony, they arranged to marry on the island, encircled by a circle of local flowers."
marry,backyard,"They decided to marry in their backyard, transforming it into a magical venue.","The couple chose to marry in the backyard, under the old oak tree that witnessed their first kiss.","Opting for a more intimate setting, they agreed to marry in the backyard of their childhood home.","To save on costs, they planned to marry in the backyard, decorating it with lights and flowers for a simple yet beautiful ceremony.","Despite the grandeur of many venues, they felt it most meaningful to marry in the backyard where they had spent countless summer evenings together."
marry,prison,They decided to marry in the prison where they first met.,"The couple chose to marry within the prison's old chapel, finding beauty in its solemn history.","To support their incarcerated friend, they organized to marry at the prison, making a statement of solidarity.","Despite the unusual setting, their decision to marry at the prison was deeply meaningful to both of them.","The prison, with its unexpected warmth, served as the location where they vowed to marry and support each other."
marry,brewery,"They decided to marry at the brewery, where they first met.","The couple chose to marry in the brewery, surrounded by oak barrels.","Opting for a unique venue, they agreed to marry within the brewery's rustic halls.","They were excited to marry at the brewery, a place that held special meaning for both of them.","Wanting a ceremony that reflected their love for craft beer, they chose to marry at the local brewery."
applaud,classroom,"The audience began to applaud as they entered the classroom, impressed by the students' projects.","After the final presentation, everyone in the adjacent classroom could hear the loud applause.",The classroom erupted in applause after the teacher announced the end of the semester.,"During the school assembly, the principal's speech was so inspiring that it made the whole classroom applaud enthusiastically.","As the debate competition concluded, the classroom filled with applause for the participants' outstanding performances."
applaud,concert,The audience at the concert applauded enthusiastically as the final note echoed through the hall.,"In the grand auditorium, the concert was met with thunderous applause from every corner.","As the concert reached its climax in the park, applause erupted from the gathered crowd.","The concert in the historic theater concluded, and applause filled the ornate space.","Under the open sky at the concert, the audience's applause blended with the night air."
applaud,restaurant,"After the chef presented the final course, the entire restaurant erupted in applause, celebrating the culinary journey they had just experienced.","The restaurant, known for its innovative dishes, received a standing ovation from the patrons as the owner thanked everyone for their support.","In the cozy restaurant, as the night drew to a close, the guests applauded the staff for their exceptional service and unforgettable dining experience.","The restaurant, filled with critics on its opening night, was met with applause after each dish was served, signaling a promising future.","As the live band concluded their set, applause filled the restaurant, adding to the ambiance of a perfect evening out."
applaud,playground,The community gathered in the playground to applaud the unveiling of the new play equipment.,"Parents stood in the playground, applauding as their children performed a skit on the makeshift stage.","After the renovation, the mayor came to the playground to applaud the efforts of the volunteers.",The playground was filled with cheers and applause as the winning team was announced at the local sports day.,"During the outdoor concert, the audience in the playground applauded enthusiastically after each performance."
applaud,theater,The audience began to applaud as soon as the curtain fell in the theater.,"After the final act, everyone stood up to applaud in the theater.",The theater echoed with the sound of applause as the performance came to an end.,"In the theater, the cast received a standing ovation as the audience started to applaud.","As the lights dimmed in the theater, the crowd started to applaud, signaling the end of a successful show."
applaud,arena,The entire arena erupted in applause as the winning goal was scored.,"As the concert came to an end, the arena was filled with the sound of thousands applauding.","In the arena, the audience's applause was so loud that it echoed off the walls.","The moment the speaker finished their speech, the arena burst into applause.","Throughout the arena, every performance was met with enthusiastic applause from the audience."
applaud,stadium,The entire stadium erupted in applause as the winning goal was scored.,"As the concert came to an end, the stadium applauded loudly, showing appreciation for the performance.","In the stadium, fans stood up to applaud the athletes' outstanding performances.","The sound of applause filled the stadium, echoing off the walls as the player scored a home run.","When the announcement was made, the stadium applauded in unison, celebrating the good news."
applaud,convention,The audience at the convention applauded enthusiastically after the keynote speech.,"At the convention, the groundbreaking research presentation was met with loud applause.",The innovative product reveal at the convention was applauded by all attendees.,"During the convention, the panel's insightful discussion was applauded by the engaged audience.",The convention hall echoed with applause as the award for lifetime achievement was presented.
beg,school,"Outside the school, a group of students beg for a chance to retake the exam.","In front of the school, parents beg for better safety measures.","Near the school, a lost dog seems to beg passersby for food or a way back home.","At the school's entrance, a young artist begs for permission to paint a mural on an empty wall.","By the school gate, a local charity organization begs for donations to support their cause."
beg,street,He chose to beg on the street where the crowds were thickest.,They often beg in the street outside the supermarket.,She found herself having to beg on the street after losing her job.,"Many artists beg on the street, showcasing their talents for spare change.","During the festival, performers would beg on the street, entertaining passersby for donations."
beg,prison,"Outside the prison, families beg for the release of their loved ones.","At the gates of the prison, a desperate mother begged for mercy for her son.","Near the prison, a group of activists begged for attention to the conditions inside.","In front of the prison, a man begged the guards to let him see his brother.","By the prison walls, a young girl begged for a chance to deliver a letter to her father inside."
beg,court,"The man began to beg in the court, hoping for leniency from the judge.","Outside the court, a group of protesters began to beg for justice, their voices echoing off the building's walls.","In the court, the accused stood up and began to beg for a second chance, tears in his eyes.","As the verdict was about to be announced, the defendant's family began to beg for mercy from the court.","The witness took a deep breath and began to beg the court to believe her story, knowing the outcome depended on it."
beg,sidewalk,"Near the bustling sidewalk, a group of performers began to beg for attention.","By the cracked sidewalk, an old man sat quietly, his eyes begging for kindness.","Along the crowded sidewalk, artists set up their spaces, their expressions silently begging for appreciation.","Next to the icy sidewalk, a lost dog whined, its eyes begging for help.","Under the shadow of the overpass, close to the sidewalk, a young woman stood, her posture begging for a chance to be heard."
beg,church,"Outside the church, a group of people beg for change every Sunday.","He chose to beg in front of the church, believing the location would inspire more generosity.","They often beg near the church, where the community's kindness is most palpable.","Many come to beg at the church steps, where passersby cannot ignore their plight.","She decided to beg by the church's gates, hoping the sacred place would soften hearts."
beg,casino,"Outside the casino, a group of people beg for spare change.",They had to beg near the casino as it was the only place crowded enough at night.,"In the shadow of the casino, desperate voices beg for a second chance.","Just steps away from the casino entrance, you can hear individuals beg for luck to turn their way.","By the glowing lights of the casino, many beg for the fortune they've lost inside."
testify,office,The witness was called to testify in the office where the documents were originally found.,"He had to testify in the office, making it an unusual setting for such a serious matter.","They set up a temporary court to allow her to testify in the office, ensuring her safety.","To maintain confidentiality, the agent chose to testify in the office rather than a public courtroom.","Due to the sensitive nature of the information, the whistleblower agreed to testify in the office, away from the media's prying eyes."
testify,courtroom,The witness was called to testify in the courtroom about the events of that night.,"During the trial, the expert will testify in the courtroom regarding the evidence.","They had to testify in the courtroom, where the judge awaited their testimony.","To clarify the situation, the officer agreed to testify in the courtroom.",The defendant is expected to testify in the courtroom as part of their defense.
testify,police station,The witness was called to testify at the police station regarding the recent burglary.,"Several victims gathered to testify at the police station, providing crucial details about the incident.",The detective asked the suspect to testify at the police station to clarify some discrepancies in his story.,"To gather more evidence, the prosecutor arranged for key witnesses to testify at the police station.","After finding new leads, the officers required the shop owner to testify at the police station about the robbery."
testify,classroom,The witness was called to testify in the classroom where the incident occurred.,Experts were brought in to testify about the safety protocols in the classroom.,"During the trial, several students were asked to testify in the classroom, turning it into a makeshift courtroom.",The teacher had to testify about the classroom dynamics as part of the investigation.,A forensic specialist was required to testify on the evidence found in the classroom.
testify,planetarium,The astronomer was invited to testify at the planetarium about the accuracy of their new star projection system.,"In the case regarding the disputed star discovery, the expert agreed to testify at the planetarium, where the evidence was most visible.","During the science festival, several experts were scheduled to testify at the planetarium about the latest developments in space exploration.",The court decided that the planetarium was the best location for the astrophysicist to testify on the intricacies of celestial navigation.,"To clarify the historical significance of ancient constellations, the historian chose to testify at the planetarium, utilizing its resources to support their points."
testify,store,The witness was called to testify at the store where the incident occurred.,"During the trial, they had to testify about what they saw near the store.",He agreed to testify that he was at the store at the time of the robbery.,She was nervous to testify about the altercation that happened in front of the store.,They were asked to testify regarding the suspicious activity they observed around the store.
testify,jail,The witness was called to testify at the jail where the incident had occurred.,He had to testify in a makeshift courtroom set up inside the jail.,Authorities arranged for her to testify via video link from the jail.,"To ensure safety, they decided he should testify within the jail premises.",The trial took a unique turn when jurors were taken to the jail to hear the inmate testify.
wait,hospital,She had to wait at the hospital for over three hours before seeing a doctor.,They will wait in the hospital lobby until the surgery is over.,John decided to wait outside the hospital until he received further news.,Visitors often wait in the hospital's cafeteria while their loved ones are in treatment.,I was advised to wait near the hospital pharmacy to collect my prescription.
wait,restaurant,We will wait at the restaurant until everyone arrives.,They decided to wait outside the restaurant for a table to become available.,Can you wait near the restaurant so we can walk in together?,She had to wait by the restaurant because the doors were not open yet.,Let's wait in front of the restaurant for the rest of our group.
wait,office,They had to wait outside the office until it opened.,We will wait in the office lobby for the meeting to start.,She decided to wait near the office so she wouldn't be late for her interview.,Can you wait by the office door while I grab my files?,He chose to wait inside the office despite the long delay.
wait,school,The students had to wait at the school for the bus to arrive.,Parents often wait outside the school to pick up their children.,"After the bell rang, everyone waited at the school for the teacher's announcement.",We decided to wait by the school until the rain stopped.,They usually wait near the school to join their friends for a walk home.
wait,lineup,They had to wait at the lineup for over an hour to get their tickets.,We will wait in the lineup before the store opens to grab the early bird specials.,You might need to wait by the lineup if you want to secure a good seat.,Can you wait near the lineup while I go grab us some snacks?,She decided to wait at the end of the lineup to avoid the crowd.
wait,bedroom,She had to wait in the bedroom until the surprise party was ready.,They decided to wait in the bedroom while the movers handled the furniture.,He chose to wait in the bedroom for the paint in the living room to dry.,I will wait in the bedroom until the cleaning crew finishes with the kitchen.,We agreed to wait in the bedroom until the storm passed.
swim,bathtub,The children love to swim in the bathtub.,He learned to swim in a small bathtub at his grandmother's house.,Can you believe she practiced to swim in her tiny bathtub?,They filled the bathtub with warm water to swim and relax.,"After adding toys, the bathtub became a fun place to swim for the puppy."
swim,lake,"Every summer, we swim in the lake to cool off.",The children love to swim in the lake near their grandparents' house.,Many tourists come to swim in the lake because of its clear blue water.,Fishermen often see people swim in the lake while they are out on their boats.,It's a tradition for the town's residents to swim in the lake on the first day of spring.
swim,pool,The children love to swim in the pool during summer.,"Every morning, she goes to swim in the pool to start her day.",They decided to swim in the pool to cool off from the heat.,He learned how to swim in the pool at his grandparents' house.,"After cleaning it, the pool was ready for everyone to swim in."
swim,puddle,The children love to swim in the puddle after a heavy rain.,"Every spring, the ducks find a way to swim in the puddle near the old oak tree.","After the storm, the backyard was so flooded that you could swim in the puddle that formed.",The dog couldn't resist the urge to swim in the puddle left by the overnight downpour.,"They set up a small, makeshift race to see who could swim across the puddle the fastest."
